1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
220000;Körperverletzung §§ 223-227, 229, 231 StGB ;2002;484,833;308,727;176,106;43,150;29,104;14,046;64,779;44,818;19,961;56,872;41,128;15,744;297,732;181,163;116,569;22,300;12,514;9,786;320,032;193,677;126,355;
220000;Körperverletzung §§ 223-227, 229, 231 StGB ;2003;513,752;325,867;187,885;44,308;29,747;14,561;68,228;46,669;21,559;60,555;43,719;16,836;316,992;192,296;124,696;23,669;13,436;10,233;340,661;205,732;134,929;
220000;Körperverletzung §§ 223-227, 229, 231 StGB ;2004;545,691;349,107;196,584;45,429;30,553;14,876;74,076;50,672;23,404;66,557;48,222;18,335;335,177;205,636;129,541;24,452;14,024;10,428;359,629;219,660;139,969;
220000;Körperverletzung §§ 223-227, 229, 231 StGB ;2005;570,435;366,502;203,933;43,566;29,109;14,457;77,750;52,711;25,039;72,715;52,479;20,236;351,177;217,715;133,462;25,227;14,488;10,739;376,404;232,203;144,201;
220000;Körperverletzung §§ 223-227, 229, 231 StGB ;2007;608,494;396,547;211,947;46,885;31,184;15,701;84,602;57,701;26,901;83,215;60,535;22,680;367,649;231,908;135,741;26,143;15,219;10,924;393,792;247,127;146,665;
220000;Körperverletzung §§ 223-227, 229, 231 StGB ;2008;608,159;393,539;214,620;44,984;30,103;14,881;79,495;52,949;26,546;84,818;60,738;24,080;372,403;234,344;138,059;26,459;15,405;11,054;398,862;249,749;149,113;
220000;Körperverletzung §§ 223-227, 229, 231 StGB ;2009;609,771;392,607;217,164;44,127;29,316;14,811;74,209;48,739;25,470;84,990;60,122;24,868;379,488;238,688;140,800;26,957;15,742;11,215;406,445;254,430;152,015;
220000;Körperverletzung §§ 223-227, 229, 231 StGB ;2010;608,096;388,479;219,617;43,353;28,752;14,601;70,012;45,206;24,806;80,672;56,087;24,585;386,802;242,677;144,125;27,257;15,757;11,500;414,059;258,434;155,625;
220000;Körperverletzung §§ 223-227, 229, 231 StGB ;2011;607,780;387,796;219,984;42,521;27,988;14,533;64,531;41,269;23,262;76,980;53,276;23,704;395,172;248,476;146,696;28,576;16,787;11,789;423,748;265,263;158,485;
220000;Körperverletzung §§ 223-227, 229, 231 StGB ;2012;613,791;389,822;223,969;40,153;26,378;13,775;61,240;38,598;22,642;73,320;49,858;23,462;409,680;257,716;151,964;29,398;17,272;12,126;439,078;274,988;164,090;
220000;Körperverletzung §§ 223-227, 229, 231 StGB ;2013;598,205;375,133;223,072;38,517;24,832;13,685;54,830;33,894;20,936;64,836;43,612;21,224;408,799;254,660;154,139;31,223;18,135;13,088;440,022;272,795;167,227;
220000;Körperverletzung §§ 223-227, 229, 231 StGB ;2014;590,766;369,420;221,346;38,528;25,062;13,466;51,837;32,074;19,763;59,895;40,181;19,714;408,507;253,440;155,067;31,999;18,663;13,336;440,506;272,103;168,403;
220000;Körperverletzung §§ 223-227, 229, 231 StGB;2015;593,780;372,196;221,584;37,230;24,009;13,221;50,671;31,381;19,290;58,059;38,909;19,150;414,713;258,540;156,173;33,107;19,357;13,750;447,820;277,897;169,923;
220000;Körperverletzung §§ 223-227, 229, 231 StGB;2016;648,563;411,958;236,605;41,283;26,708;14,575;57,273;36,793;20,480;64,514;43,958;20,556;450,072;283,895;166,177;35,421;20,604;14,817;485,493;304,499;180,994;
220000;Körperverletzung §§ 223-227, 229, 231 StGB;2017;634,266;401,811;232,455;41,821;27,366;14,455;56,877;37,029;19,848;63,594;43,574;20,020;435,977;273,060;162,917;35,997;20,782;15,215;471,974;293,842;178,132;
220000;Körperverletzung §§ 223-227, 229, 231 StGB;2018;625,617;392,699;232,918;42,274;27,253;15,021;55,910;35,855;20,055;63,230;43,403;19,827;426,438;264,189;162,249;37,765;21,999;15,766;464,203;286,188;178,015;
220000;Körperverletzung §§ 223-227, 229, 231 StGB;2019;610,909;381,230;229,679;42,529;27,411;15,118;55,022;35,547;19,475;59,785;40,769;19,016;415,353;255,207;160,146;38,220;22,296;15,924;453,573;277,503;176,070;
220000;Körperverletzung §§ 223-227, 229, 231 StGB;2020;592,530;362,213;230,317;39,868;25,203;14,665;48,484;30,753;17,731;51,745;34,168;17,577;409,836;247,365;162,471;42,597;24,724;17,873;452,433;272,089;180,344;
220000;Körperverletzung §§ 223-227, 229, 231 StGB;2021;537,649;323,526;214,123;38,950;24,717;14,233;43,812;27,240;16,572;43,260;27,376;15,884;369,420;220,107;149,313;42,207;24,086;18,121;411,627;244,193;167,434;833210
220000;Körperverletzung §§ 223-227, 229, 231 StGB;2022;637,935;392,349;245,586;49,722;31,687;18,035;56,842;36,414;20,428;51,945;33,790;18,155;433,501;263,833;169,668;45,925;26,625;19,300;479,426;290,458;188,968;833210
220000;Körperverletzung §§ 223-227, 229, 231 StGB ;2006;597,504;385,724;211,780;43,839;29,181;14,658;81,633;55,420;26,213;79,558;57,633;21,925;366,628;228,595;138,033;25,846;14,895;10,951;392,474;243,490;148,984;
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;2000;349;241;108;41;26;15;35;28;7;23;19;4;213;150;63;37;18;19;250;168;82;
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;2001;260;184;76;19;12;7;27;22;5;26;19;7;148;111;37;40;20;20;188;131;57;
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;2003;242;181;61;16;14;2;26;19;7;18;14;4;146;114;32;37;20;17;183;134;49;
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;2004;246;186;60;18;15;3;27;23;4;22;16;6;138;113;25;41;19;22;179;132;47;
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;2005;178;120;58;25;17;8;9;8;1;13;9;4;100;74;26;31;12;19;131;86;45;
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;2006;181;126;55;12;10;2;11;7;4;12;7;5;119;88;31;27;14;13;146;102;44;
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;2007;133;103;30;7;3;4;10;8;2;7;7;0;89;75;14;20;10;10;109;85;24;
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;2008;109;79;30;7;3;4;6;6;0;8;7;1;50;40;10;38;23;15;88;63;25;
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;2010;103;69;34;8;4;4;1;1;0;1;1;0;51;37;14;42;26;16;93;63;30;
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;2011;76;51;25;10;8;2;3;3;0;2;2;0;31;24;7;30;14;16;61;38;23;
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;2012;81;50;31;9;4;5;2;2;0;2;1;1;36;27;9;32;16;16;68;43;25;
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;2013;97;63;34;5;3;2;2;1;1;0;0;0;41;32;9;49;27;22;90;59;31;
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;2014;93;65;28;8;7;1;1;1;0;0;0;0;36;29;7;48;28;20;84;57;27;
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;2015;93;66;27;8;5;3;1;1;0;2;2;0;39;33;6;43;25;18;82;58;24;
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;2016;87;53;34;8;4;4;3;2;1;1;1;0;36;27;9;39;19;20;75;46;29;
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;2018;89;62;27;7;4;3;0;0;0;0;0;0;36;32;4;46;26;20;82;58;24;
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;2019;78;56;22;4;3;1;0;0;0;1;1;0;32;24;8;41;28;13;73;52;21;
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;2020;102;69;33;8;6;2;0;0;0;1;1;0;39;33;6;54;29;25;93;62;31;
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;2021;74;48;26;3;3;0;0;0;0;4;4;0;24;18;6;43;23;20;67;41;26;834938
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;2022;107;68;39;6;4;2;0;0;0;2;2;0;43;36;7;56;26;30;99;62;37;834938
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;2002;217;155;62;21;11;10;19;12;7;23;18;5;119;96;23;35;18;17;154;114;40;
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;2009;97;61;36;7;4;3;3;3;0;0;0;0;43;35;8;44;19;25;87;54;33;
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;2017;82;53;29;3;2;1;0;0;0;0;0;0;39;29;10;40;22;18;79;51;28;
222000;Gefährliche und schwere Körperverletzung §§ 224, 226, 231 StGB ;2000;133,027;101,041;31,986;9,643;6,793;2,850;19,868;15,489;4,379;19,041;15,763;3,278;80,134;60,133;20,001;4,341;2,863;1,478;84,475;62,996;21,479;
222000;Gefährliche und schwere Körperverletzung §§ 224, 226, 231 StGB ;2001;138,181;104,260;33,921;10,596;7,367;3,229;20,781;16,044;4,737;20,005;16,611;3,394;82,213;61,220;20,993;4,586;3,018;1,568;86,799;64,238;22,561;
222000;Gefährliche und schwere Körperverletzung §§ 224, 226, 231 StGB ;2002;146,028;108,692;37,336;9,893;6,805;3,088;21,739;16,421;5,318;20,593;16,795;3,798;89,002;65,514;23,488;4,801;3,157;1,644;93,803;68,671;25,132;
222000;Gefährliche und schwere Körperverletzung §§ 224, 226, 231 StGB ;2003;154,505;115,026;39,479;10,442;7,177;3,265;22,816;16,892;5,924;22,040;17,908;4,132;93,977;69,577;24,400;5,230;3,472;1,758;99,207;73,049;26,158;
222000;Gefährliche und schwere Körperverletzung §§ 224, 226, 231 StGB ;2004;163,224;122,429;40,795;10,637;7,357;3,280;24,756;18,448;6,308;24,034;19,518;4,516;98,703;73,684;25,019;5,094;3,422;1,672;103,797;77,106;26,691;
222000;Gefährliche und schwere Körperverletzung §§ 224, 226, 231 StGB ;2005;173,576;130,902;42,674;10,329;7,090;3,239;26,043;19,316;6,727;26,478;21,584;4,894;105,204;79,253;25,951;5,522;3,659;1,863;110,726;82,912;27,814;
222000;Gefährliche und schwere Körperverletzung §§ 224, 226, 231 StGB ;2006;181,084;137,059;44,025;10,523;7,340;3,183;27,548;20,632;6,916;28,649;23,296;5,353;108,784;82,104;26,680;5,580;3,687;1,893;114,364;85,791;28,573;
222000;Gefährliche und schwere Körperverletzung §§ 224, 226, 231 StGB ;2007;185,875;142,118;43,757;10,745;7,576;3,169;29,317;21,981;7,336;30,658;25,178;5,480;109,596;83,634;25,962;5,559;3,749;1,810;115,155;87,383;27,772;
222000;Gefährliche und schwere Körperverletzung §§ 224, 226, 231 StGB ;2008;182,421;137,283;45,138;10,688;7,422;3,266;26,779;19,633;7,146;30,392;24,374;6,018;108,936;82,095;26,841;5,626;3,759;1,867;114,562;85,854;28,708;
222000;Gefährliche und schwere Körperverletzung §§ 224, 226, 231 StGB ;2009;180,437;136,160;44,277;10,130;7,076;3,054;24,266;17,632;6,634;29,896;23,920;5,976;110,392;83,647;26,745;5,753;3,885;1,868;116,145;87,532;28,613;
222000;Gefährliche und schwere Körperverletzung §§ 224, 226, 231 StGB ;2010;172,897;129,783;43,114;9,566;6,689;2,877;21,810;15,715;6,095;27,713;21,968;5,745;108,378;81,811;26,567;5,430;3,600;1,830;113,808;85,411;28,397;
222000;Gefährliche und schwere Körperverletzung §§ 224, 226, 231 StGB ;2011;169,044;126,999;42,045;9,270;6,444;2,826;19,431;13,980;5,451;25,416;20,051;5,365;109,182;82,734;26,448;5,745;3,790;1,955;114,927;86,524;28,403;
222000;Gefährliche und schwere Körperverletzung §§ 224, 226, 231 StGB ;2012;165,388;123,337;42,051;8,329;5,813;2,516;17,231;12,175;5,056;23,147;17,936;5,211;110,932;83,555;27,377;5,749;3,858;1,891;116,681;87,413;29,268;
222000;Gefährliche und schwere Körperverletzung §§ 224, 226, 231 StGB ;2013;154,795;114,240;40,555;7,550;5,169;2,381;14,931;10,363;4,568;19,729;15,142;4,587;106,611;79,607;27,004;5,974;3,959;2,015;112,585;83,566;29,019;
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;2015;154,082;113,166;40,916;7,381;4,913;2,468;13,963;9,627;4,336;17,720;13,537;4,183;108,674;80,858;27,816;6,344;4,231;2,113;115,018;85,089;29,929;
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;2016;171,819;127,817;44,002;8,114;5,375;2,739;16,335;11,747;4,588;19,806;15,430;4,376;120,577;90,601;29,976;6,987;4,664;2,323;127,564;95,265;32,299;
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;2017;169,198;125,305;43,893;8,682;5,921;2,761;17,079;12,403;4,676;20,214;15,798;4,416;116,055;86,447;29,608;7,168;4,736;2,432;123,223;91,183;32,040;
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;2018;168,956;124,951;44,005;8,548;5,644;2,904;16,233;11,625;4,608;20,449;16,075;4,374;116,446;86,711;29,735;7,280;4,896;2,384;123,726;91,607;32,119;
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;2019;162,138;119,107;43,031;8,685;5,815;2,870;16,077;11,484;4,593;19,133;14,925;4,208;110,697;81,903;28,794;7,546;4,980;2,566;118,243;86,883;31,360;
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;2020;159,196;115,864;43,332;8,162;5,366;2,796;14,704;10,492;4,212;16,986;13,173;3,813;110,863;81,247;29,616;8,481;5,586;2,895;119,344;86,833;32,511;
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;2021;147,840;105,920;41,920;8,516;5,499;3,017;14,182;9,952;4,230;14,580;10,991;3,589;101,937;73,868;28,069;8,625;5,610;3,015;110,562;79,478;31,084;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;2022;176,513;127,479;49,034;11,671;7,519;4,152;18,660;13,213;5,447;17,393;12,999;4,394;119,507;87,642;31,865;9,282;6,106;3,176;128,789;93,748;35,041;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;2014;152,176;112,014;40,162;7,415;5,069;2,346;14,018;9,797;4,221;17,904;13,727;4,177;106,767;79,342;27,425;6,072;4,079;1,993;112,839;83,421;29,418;
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;2000;51,448;42,463;8,985;4,736;3,384;1,352;9,766;7,785;1,981;8,343;7,292;1,051;27,337;23,071;4,266;1,266;931;335;28,603;24,002;4,601;
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;2001;53,085;43,716;9,369;5,135;3,598;1,537;10,152;8,082;2,070;8,784;7,707;1,077;27,653;23,304;4,349;1,361;1,025;336;29,014;24,329;4,685;
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;2002;56,575;46,299;10,276;4,895;3,410;1,485;10,834;8,354;2,480;9,087;7,870;1,217;30,433;25,664;4,769;1,326;1,001;325;31,759;26,665;5,094;
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;2003;61,038;49,814;11,224;5,164;3,600;1,564;11,624;8,830;2,794;9,955;8,563;1,392;32,789;27,684;5,105;1,506;1,137;369;34,295;28,821;5,474;
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;2004;64,322;52,934;11,388;5,057;3,543;1,514;12,444;9,512;2,932;10,898;9,434;1,464;34,474;29,332;5,142;1,449;1,113;336;35,923;30,445;5,478;
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;2005;70,346;58,010;12,336;4,904;3,398;1,506;13,269;10,144;3,125;12,293;10,611;1,682;38,310;32,651;5,659;1,570;1,206;364;39,880;33,857;6,023;
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;2007;82,213;68,467;13,746;5,137;3,658;1,479;15,803;12,245;3,558;15,850;13,741;2,109;43,686;37,493;6,193;1,737;1,330;407;45,423;38,823;6,600;
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;2008;90,967;75,344;15,623;5,777;4,055;1,722;16,642;12,712;3,930;17,849;15,287;2,562;48,800;41,838;6,962;1,899;1,452;447;50,699;43,290;7,409;
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;2009;88,967;74,131;14,836;5,163;3,648;1,515;14,789;11,257;3,532;17,695;15,166;2,529;49,493;42,656;6,837;1,827;1,404;423;51,320;44,060;7,260;
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;2010;87,037;72,296;14,741;5,177;3,677;1,500;13,476;10,245;3,231;16,643;14,234;2,409;49,937;42,776;7,161;1,804;1,364;440;51,741;44,140;7,601;
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;2011;84,569;69,965;14,604;4,828;3,440;1,388;12,290;9,256;3,034;15,002;12,806;2,196;50,500;42,988;7,512;1,949;1,475;474;52,449;44,463;7,986;
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;2012;80,137;66,281;13,856;4,045;2,893;1,152;10,477;7,885;2,592;13,428;11,321;2,107;50,380;42,794;7,586;1,807;1,388;419;52,187;44,182;8,005;
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;2013;72,238;59,679;12,559;3,645;2,566;1,079;8,577;6,384;2,193;11,009;9,275;1,734;47,196;40,056;7,140;1,811;1,398;413;49,007;41,454;7,553;
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;2014;71,713;58,904;12,809;3,472;2,434;1,038;8,123;6,033;2,090;10,065;8,402;1,663;48,098;40,537;7,561;1,955;1,498;457;50,053;42,035;8,018;
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;2015;70,208;57,721;12,487;3,296;2,281;1,015;7,730;5,712;2,018;9,649;8,120;1,529;47,551;40,101;7,450;1,982;1,507;475;49,533;41,608;7,925;
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;2016;76,777;63,326;13,451;3,528;2,459;1,069;8,719;6,564;2,155;10,396;8,786;1,610;51,931;43,833;8,098;2,203;1,684;519;54,134;45,517;8,617;
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;2018;78,062;64,874;13,188;3,497;2,435;1,062;9,266;7,130;2,136;11,663;9,970;1,693;51,402;43,592;7,810;2,234;1,747;487;53,636;45,339;8,297;
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;2019;74,981;61,878;13,103;3,654;2,567;1,087;9,393;7,142;2,251;11,042;9,391;1,651;48,604;41,016;7,588;2,288;1,762;526;50,892;42,778;8,114;
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;2020;70,058;57,918;12,140;3,386;2,375;1,011;8,523;6,557;1,966;9,753;8,291;1,462;46,085;38,906;7,179;2,311;1,789;522;48,396;40,695;7,701;
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;2021;64,252;52,481;11,771;3,745;2,557;1,188;8,194;6,232;1,962;8,221;6,883;1,338;41,730;34,986;6,744;2,362;1,823;539;44,092;36,809;7,283;836810
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;2022;76,571;62,694;13,877;4,493;3,028;1,465;10,137;7,728;2,409;9,310;7,741;1,569;49,933;42,109;7,824;2,698;2,088;610;52,631;44,197;8,434;836810
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;2006;74,101;61,330;12,771;4,868;3,399;1,469;14,226;11,041;3,185;13,587;11,739;1,848;39,922;34,027;5,895;1,498;1,124;374;41,420;35,151;6,269;
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;2017;78,374;64,917;13,457;3,709;2,709;1,000;9,783;7,584;2,199;11,227;9,565;1,662;51,417;43,350;8,067;2,238;1,709;529;53,655;45,059;8,596;
223000;Misshandlung von Schutzbefohlenen § 225 StGB ;2000;3,384;1,746;1,638;2,399;1,359;1,040;695;264;431;31;20;11;119;68;51;140;35;105;259;103;156;
223000;Misshandlung von Schutzbefohlenen § 225 StGB ;2001;3,961;2,032;1,929;2,847;1,602;1,245;749;275;474;47;31;16;145;93;52;173;31;142;318;124;194;
223000;Misshandlung von Schutzbefohlenen § 225 StGB ;2002;4,225;2,113;2,112;3,071;1,702;1,369;835;306;529;29;10;19;106;52;54;184;43;141;290;95;195;
223000;Misshandlung von Schutzbefohlenen § 225 StGB ;2003;4,617;2,268;2,349;3,370;1,818;1,552;932;347;585;45;18;27;113;51;62;157;34;123;270;85;185;
223000;Misshandlung von Schutzbefohlenen § 225 StGB ;2004;4,744;2,358;2,386;3,414;1,852;1,562;1,000;389;611;47;25;22;115;55;60;168;37;131;283;92;191;
223000;Misshandlung von Schutzbefohlenen § 225 StGB ;2005;4,711;2,410;2,301;3,383;1,875;1,508;957;409;548;43;16;27;115;59;56;213;51;162;328;110;218;
223000;Misshandlung von Schutzbefohlenen § 225 StGB ;2006;4,930;2,510;2,420;3,641;2,010;1,631;948;383;565;30;16;14;69;34;35;242;67;175;311;101;210;
223000;Misshandlung von Schutzbefohlenen § 225 StGB ;2007;5,226;2,627;2,599;3,926;2,188;1,738;911;335;576;27;12;15;94;44;50;268;48;220;362;92;270;
223000;Misshandlung von Schutzbefohlenen § 225 StGB ;2008;5,332;2,753;2,579;4,102;2,321;1,781;883;312;571;42;21;21;83;43;40;222;56;166;305;99;206;
223000;Misshandlung von Schutzbefohlenen § 225 StGB ;2009;5,400;2,813;2,587;4,126;2,353;1,773;873;319;554;38;19;19;110;53;57;253;69;184;363;122;241;
223000;Misshandlung von Schutzbefohlenen § 225 StGB ;2010;5,761;3,022;2,739;4,412;2,507;1,905;868;298;570;62;30;32;198;129;69;221;58;163;419;187;232;
223000;Misshandlung von Schutzbefohlenen § 225 StGB ;2011;5,413;2,753;2,660;4,126;2,295;1,831;844;305;539;42;17;25;131;70;61;270;66;204;401;136;265;
223000;Misshandlung von Schutzbefohlenen § 225 StGB ;2012;5,207;2,748;2,459;3,998;2,301;1,697;805;323;482;42;19;23;102;54;48;260;51;209;362;105;257;
223000;Misshandlung von Schutzbefohlenen § 225 StGB;2014;5,373;2,807;2,566;4,233;2,414;1,819;675;243;432;43;18;25;126;54;72;296;78;218;422;132;290;
223000;Misshandlung von Schutzbefohlenen § 225 StGB;2015;5,085;2,671;2,414;3,965;2,273;1,692;711;262;449;25;9;16;115;47;68;269;80;189;384;127;257;
223000;Misshandlung von Schutzbefohlenen § 225 StGB;2016;5,365;2,828;2,537;4,237;2,396;1,841;666;270;396;18;7;11;112;52;60;332;103;229;444;155;289;
223000;Misshandlung von Schutzbefohlenen § 225 StGB;2017;5,379;2,848;2,531;4,247;2,413;1,834;632;245;387;27;11;16;123;77;46;350;102;248;473;179;294;
223000;Misshandlung von Schutzbefohlenen § 225 StGB;2018;5,395;2,887;2,508;4,180;2,428;1,752;659;252;407;36;16;20;146;73;73;374;118;256;520;191;329;
223000;Misshandlung von Schutzbefohlenen § 225 StGB;2019;5,179;2,716;2,463;4,100;2,333;1,767;606;209;397;33;18;15;115;61;54;325;95;230;440;156;284;
223000;Misshandlung von Schutzbefohlenen § 225 StGB;2020;5,815;2,986;2,829;4,542;2,511;2,031;669;235;434;39;21;18;141;70;71;424;149;275;565;219;346;
223000;Misshandlung von Schutzbefohlenen § 225 StGB;2021;5,794;2,993;2,801;4,465;2,497;1,968;668;259;409;28;9;19;138;68;70;495;160;335;633;228;405;838394
223000;Misshandlung von Schutzbefohlenen § 225 StGB;2022;5,784;2,934;2,850;4,376;2,472;1,904;669;206;463;50;21;29;157;81;76;532;154;378;689;235;454;838394
223000;Misshandlung von Schutzbefohlenen § 225 StGB ;2013;5,231;2,655;2,576;4,051;2,231;1,820;690;255;435;36;15;21;132;63;69;322;91;231;454;154;300;
223100;Misshandlung von Kindern;2000;2,417;1,372;1,045;2,416;1,371;1,045;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
223100;Misshandlung von Kindern;2001;2,843;1,601;1,242;2,843;1,601;1,242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
223100;Misshandlung von Kindern;2002;3,071;1,702;1,369;3,071;1,702;1,369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
223100;Misshandlung von Kindern;2003;3,371;1,818;1,553;3,370;1,818;1,552;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
223100;Misshandlung von Kindern;2004;3,409;1,851;1,558;3,409;1,851;1,558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
223100;Misshandlung von Kindern;2005;3,390;1,877;1,513;3,377;1,870;1,507;0;0;0;0;0;0;13;7;6;0;0;0;13;7;6;
223100;Misshandlung von Kindern;2006;3,640;2,010;1,630;3,639;2,010;1,629;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;
223100;Misshandlung von Kindern;2007;3,926;2,188;1,738;3,926;2,188;1,738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
223100;Misshandlung von Kindern;2008;4,102;2,321;1,781;4,102;2,321;1,781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
223100;Misshandlung von Kindern;2009;4,126;2,353;1,773;4,126;2,353;1,773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
223100;Misshandlung von Kindern;2010;4,412;2,507;1,905;4,412;2,507;1,905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
223100;Misshandlung von Kindern;2011;4,126;2,295;1,831;4,126;2,295;1,831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
223100;Misshandlung von Kindern;2012;3,998;2,301;1,697;3,998;2,301;1,697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
223100;Misshandlung von Kindern;2013;4,051;2,231;1,820;4,051;2,231;1,820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
223100;Misshandlung von Kindern;2014;4,233;2,414;1,819;4,233;2,414;1,819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
223100;Misshandlung von Kindern;2015;3,965;2,273;1,692;3,965;2,273;1,692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
223100;Misshandlung von Kindern;2016;4,237;2,396;1,841;4,237;2,396;1,841;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
223100;Misshandlung von Kindern;2017;4,247;2,413;1,834;4,247;2,413;1,834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
223100;Misshandlung von Kindern;2018;4,180;2,428;1,752;4,180;2,428;1,752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
223100;Misshandlung von Kindern;2019;4,100;2,333;1,767;4,100;2,333;1,767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
223100;Misshandlung von Kindern;2020;4,542;2,511;2,031;4,542;2,511;2,031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
223100;Misshandlung von Kindern;2021;4,465;2,497;1,968;4,465;2,497;1,968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;838538
223100;Misshandlung von Kindern;2022;4,376;2,472;1,904;4,376;2,472;1,904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;838538
