1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
114000;Sexuelle Belästigung § 184i StGB;2018;14,627;979;13,648;1,222;126;1,096;3,557;248;3,309;2,353;129;2,224;7,103;448;6,655;392;28;364;7,495;476;7,019;
114000;Sexuelle Belästigung § 184i StGB;2019;14,439;1,033;13,406;1,277;138;1,139;3,593;246;3,347;2,290;149;2,141;6,900;477;6,423;379;23;356;7,279;500;6,779;
114000;Sexuelle Belästigung § 184i StGB;2020;13,669;1,086;12,583;1,123;174;949;3,292;236;3,056;2,156;140;2,016;6,696;497;6,199;402;39;363;7,098;536;6,562;
114000;Sexuelle Belästigung § 184i StGB;2021;13,835;1,056;12,779;1,142;163;979;3,374;232;3,142;2,329;141;2,188;6,614;485;6,129;376;35;341;6,990;520;6,470;570554
114000;Sexuelle Belästigung § 184i StGB;2022;18,657;1,415;17,242;1,788;250;1,538;4,640;281;4,359;3,103;166;2,937;8,691;686;8,005;435;32;403;9,126;718;8,408;570554
115000;Straftaten aus Gruppen § 184j StGB;2017;45;4;41;3;1;2;14;0;14;11;1;10;16;2;14;1;0;1;17;2;15;
115000;Straftaten aus Gruppen § 184j StGB;2018;55;3;52;4;1;3;23;0;23;7;2;5;21;0;21;0;0;0;21;0;21;
115000;Straftaten aus Gruppen § 184j StGB;2019;38;3;35;5;0;5;10;0;10;4;0;4;19;3;16;0;0;0;19;3;16;
115000;Straftaten aus Gruppen § 184j StGB;2020;14;1;13;2;1;1;5;0;5;5;0;5;2;0;2;0;0;0;2;0;2;
115000;Straftaten aus Gruppen § 184j StGB;2021;16;1;15;2;1;1;5;0;5;2;0;2;7;0;7;0;0;0;7;0;7;572282
115000;Straftaten aus Gruppen § 184j StGB;2022;18;1;17;7;1;6;6;0;6;2;0;2;3;0;3;0;0;0;3;0;3;572282
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 179, 182, 183, 183a StGB ;2000;33,000;6,245;26,755;20,417;4,812;15,605;3,909;617;3,292;1,252;84;1,168;6,699;663;6,036;723;69;654;7,422;732;6,690;
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 179, 182, 183, 183a StGB ;2002;33,882;6,828;27,054;21,094;5,186;15,908;3,911;656;3,255;1,233;99;1,134;6,820;792;6,028;824;95;729;7,644;887;6,757;
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 179, 182, 183, 183a StGB ;2003;33,015;6,313;26,702;20,196;4,657;15,539;3,825;621;3,204;1,238;134;1,104;6,954;804;6,150;802;97;705;7,756;901;6,855;
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 179, 182, 183, 183a StGB ;2004;32,735;6,181;26,554;19,809;4,549;15,260;3,980;647;3,333;1,197;96;1,101;6,910;814;6,096;839;75;764;7,749;889;6,860;
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 179, 182, 183, 183a StGB ;2005;30,982;5,983;24,999;17,999;4,186;13,813;3,948;674;3,274;1,264;123;1,141;6,924;895;6,029;847;105;742;7,771;1,000;6,771;
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 179, 182, 183, 183a StGB ;2006;28,736;5,499;23,237;16,157;3,834;12,323;3,415;489;2,926;1,278;129;1,149;7,055;940;6,115;831;107;724;7,886;1,047;6,839;
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 179, 182, 183, 183a StGB ;2007;28,465;5,828;22,637;16,093;4,019;12,074;3,278;627;2,651;1,349;129;1,220;6,920;942;5,978;825;111;714;7,745;1,053;6,692;
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 179, 182, 183, 183a StGB ;2008;27,190;5,445;21,745;15,195;3,742;11,453;3,002;480;2,522;1,297;104;1,193;6,810;978;5,832;886;141;745;7,696;1,119;6,577;
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 179, 182, 183, 183a StGB ;2009;25,502;5,189;20,313;14,076;3,425;10,651;2,942;580;2,362;1,210;135;1,075;6,439;936;5,503;835;113;722;7,274;1,049;6,225;
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 179, 182, 183, 183a StGB ;2010;25,411;5,493;19,918;14,432;3,715;10,717;2,807;552;2,255;1,108;125;983;6,276;997;5,279;788;104;684;7,064;1,101;5,963;
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 179, 182, 183, 183a StGB ;2011;26,621;5,838;20,783;14,948;3,903;11,045;2,848;539;2,309;1,158;142;1,016;6,802;1,134;5,668;865;120;745;7,667;1,254;6,413;
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 179, 182, 183, 183a StGB ;2012;26,619;5,491;21,128;14,896;3,789;11,107;2,857;514;2,343;1,162;93;1,069;6,870;988;5,882;834;107;727;7,704;1,095;6,609;
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 179, 182, 183, 183a StGB;2014;26,039;5,378;20,661;14,191;3,594;10,597;2,987;539;2,448;1,102;96;1,006;6,902;1,040;5,862;857;109;748;7,759;1,149;6,610;
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 179, 182, 183, 183a StGB;2015;25,456;5,145;20,311;13,760;3,444;10,316;2,830;485;2,345;1,070;91;979;6,892;1,001;5,891;904;124;780;7,796;1,125;6,671;
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 179, 182, 183, 183a StGB;2016;26,508;5,599;20,909;14,074;3,613;10,461;2,824;545;2,279;1,104;119;985;7,553;1,209;6,344;953;113;840;8,506;1,322;7,184;
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 179, 182, 183, 183a StGB;2017;24,313;5,159;19,154;13,549;3,407;10,142;2,341;513;1,828;1,078;101;977;6,514;1,022;5,492;831;116;715;7,345;1,138;6,207;
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 182, 183, 183a StGB;2018;25,472;5,438;20,034;14,410;3,569;10,841;2,178;453;1,725;989;130;859;6,986;1,141;5,845;909;145;764;7,895;1,286;6,609;
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 182, 183, 183a StGB;2019;25,911;5,722;20,189;15,701;3,823;11,878;1,992;424;1,568;810;115;695;6,554;1,238;5,316;854;122;732;7,408;1,360;6,048;
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 182, 183, 183a StGB;2020;28,770;6,735;22,035;16,686;4,500;12,186;2,368;528;1,840;1,119;131;988;7,678;1,415;6,263;919;161;758;8,597;1,576;7,021;
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 182, 183, 183a StGB;2021;28,787;6,622;22,165;17,498;4,473;13,025;2,393;502;1,891;946;130;816;7,056;1,368;5,688;894;149;745;7,950;1,517;6,433;605114
130000;Sexueller Missbrauch §§ 176-176e, 182, 183, 183a StGB;2022;28,758;6,680;22,078;17,168;4,476;12,692;2,521;475;2,046;917;118;799;7,262;1,452;5,810;890;159;731;8,152;1,611;6,541;605114
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 179, 182, 183, 183a StGB ;2001;32,955;6,203;26,752;19,918;4,677;15,241;3,933;595;3,338;1,314;80;1,234;7,016;785;6,231;774;66;708;7,790;851;6,939;
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 179, 182, 183, 183a StGB ;2013;26,247;5,262;20,985;14,639;3,505;11,134;2,950;554;2,396;1,031;91;940;6,776;1,019;5,757;851;93;758;7,627;1,112;6,515;
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB ;2000;19,719;4,678;15,041;19,707;4,676;15,031;9;1;8;0;0;0;1;0;1;2;1;1;3;1;2;
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB ;2001;19,230;4,485;14,745;19,145;4,464;14,681;51;17;34;3;0;3;31;4;27;0;0;0;31;4;27;
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB ;2002;20,389;5,019;15,370;20,371;5,014;15,357;14;5;9;0;0;0;4;0;4;0;0;0;4;0;4;
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB ;2003;19,477;4,510;14,967;19,476;4,510;14,966;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB ;2004;19,091;4,379;14,712;19,086;4,379;14,707;4;0;4;0;0;0;1;0;1;0;0;0;1;0;1;
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB ;2005;17,558;4,065;13,493;17,526;4,057;13,469;8;2;6;1;0;1;23;6;17;0;0;0;23;6;17;
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB ;2006;15,996;3,804;12,192;15,993;3,802;12,191;2;1;1;0;0;0;1;1;0;0;0;0;1;1;0;
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB ;2007;15,935;3,992;11,943;15,924;3,989;11,935;9;3;6;0;0;0;2;0;2;0;0;0;2;0;2;
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB ;2008;15,098;3,723;11,375;15,088;3,722;11,366;10;1;9;0;0;0;0;0;0;0;0;0;0;0;0;
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB ;2009;14,038;3,420;10,618;14,038;3,420;10,618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB ;2010;14,407;3,706;10,701;14,407;3,706;10,701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB ;2011;14,918;3,893;11,025;14,918;3,893;11,025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB ;2012;14,865;3,780;11,085;14,865;3,780;11,085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB ;2013;14,610;3,498;11,112;14,610;3,498;11,112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB ;2014;14,168;3,587;10,581;14,168;3,587;10,581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB;2015;13,733;3,433;10,300;13,733;3,433;10,300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB;2016;14,051;3,608;10,443;14,051;3,608;10,443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB;2017;13,539;3,402;10,137;13,539;3,402;10,137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB;2018;14,410;3,569;10,841;14,410;3,569;10,841;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB;2019;15,701;3,823;11,878;15,701;3,823;11,878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB;2020;16,686;4,500;12,186;16,686;4,500;12,186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB;2021;17,498;4,473;13,025;17,498;4,473;13,025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;606842
131000;Sexueller Missbrauch von Kindern §§ 176-176e StGB;2022;17,168;4,476;12,692;17,168;4,476;12,692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;606842
131100;Sexuelle Handlungen gemäß § 176 Abs. 1 und 2 StGB;2000;8,159;2,025;6,134;8,157;2,025;6,132;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;
131100;Sexuelle Handlungen gemäß § 176 Abs. 1 und 2 StGB;2001;8,427;2,205;6,222;8,423;2,205;6,218;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;
131100;Sexuelle Handlungen gemäß § 176 Abs. 1 und 2 StGB;2002;9,122;2,397;6,725;9,121;2,397;6,724;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;
131100;Sexuelle Handlungen gemäß § 176 Abs. 1 und 2 StGB;2003;9,118;2,227;6,891;9,118;2,227;6,891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131100;Sexuelle Handlungen gemäß § 176 Abs. 1 und 2 StGB;2004;9,059;2,177;6,882;9,059;2,177;6,882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131100;Sexuelle Handlungen gemäß § 176 Abs. 1 und 2 StGB;2005;7,541;1,797;5,744;7,537;1,794;5,743;3;2;1;0;0;0;1;1;0;0;0;0;1;1;0;
131100;Sexuelle Handlungen gemäß § 176 Abs. 1 und 2 StGB;2006;6,722;1,661;5,061;6,720;1,660;5,060;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;
131100;Sexuelle Handlungen gemäß § 176 Abs. 1 und 2 StGB;2008;6,540;1,682;4,858;6,530;1,681;4,849;10;1;9;0;0;0;0;0;0;0;0;0;0;0;0;
131100;Sexuelle Handlungen gemäß § 176 Abs. 1 und 2 StGB;2009;6,103;1,568;4,535;6,103;1,568;4,535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131100;Sexuelle Handlungen gemäß § 176 Abs. 1 und 2 StGB;2010;6,256;1,638;4,618;6,256;1,638;4,618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131100;Sexuelle Handlungen gemäß § 176 Abs. 1 und 2 StGB;2011;6,409;1,702;4,707;6,409;1,702;4,707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131100;Sexuelle Handlungen gemäß § 176 Abs. 1 und 2 StGB;2012;6,392;1,640;4,752;6,392;1,640;4,752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131100;Sexuelle Handlungen gemäß § 176 Abs. 1 und 2 StGB;2013;6,180;1,494;4,686;6,180;1,494;4,686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131100;Sexuelle Handlungen gemäß § 176 Abs. 1 und 2 StGB;2014;5,746;1,540;4,206;5,746;1,540;4,206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131100;Sexuelle Handlungen gemäß § 176 Abs. 1 und 2 StGB;2015;5,522;1,435;4,087;5,522;1,435;4,087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131100;Sexuelle Handlungen § 176 Abs. 1 und 2 StGB;2016;5,812;1,508;4,304;5,812;1,508;4,304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131100;Sexuelle Handlungen § 176 Abs. 1 und 2 StGB;2017;5,752;1,514;4,238;5,752;1,514;4,238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131100;Sexuelle Handlungen § 176 Abs. 1 und 2 StGB;2018;5,947;1,493;4,454;5,947;1,493;4,454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131100;Sexuelle Handlungen § 176 Abs. 1 und 2 StGB;2019;6,219;1,565;4,654;6,219;1,565;4,654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131100;Sexuelle Handlungen § 176 Abs. 1 und 2 StGB;2020;6,188;1,625;4,563;6,188;1,625;4,563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131100;Sexuelle Handlungen § 176 Abs. 1 und 2 StGB;2021;6,109;1,512;4,597;6,109;1,512;4,597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;606986
131100;Sexueller Missbrauch von Kindern - sexuelle Handlungen an Kind/durch Kind vornehmen lässt § 176 Abs 1 Nr. 1 und 2 StGB;2022;6,790;1,740;5,050;6,790;1,740;5,050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;606986
131100;Sexuelle Handlungen gemäß § 176 Abs. 1 und 2 StGB;2007;6,848;1,769;5,079;6,841;1,767;5,074;6;2;4;0;0;0;1;0;1;0;0;0;1;0;1;
131200;exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 3 Nr. 1 StGB;2000;5,817;1,144;4,673;5,809;1,143;4,666;7;1;6;0;0;0;1;0;1;0;0;0;1;0;1;
131200;exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 3 Nr. 1 StGB;2002;5,954;1,205;4,749;5,943;1,203;4,740;8;2;6;0;0;0;3;0;3;0;0;0;3;0;3;
131200;exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 3 Nr. 1 StGB;2003;5,423;1,014;4,409;5,423;1,014;4,409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 4 Nr. 1 StGB;2004;4,719;937;3,782;4,715;937;3,778;3;0;3;0;0;0;1;0;1;0;0;0;1;0;1;
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 4 Nr. 1 StGB;2005;4,512;960;3,552;4,503;959;3,544;5;0;5;0;0;0;4;1;3;0;0;0;4;1;3;
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 4 Nr. 1 StGB;2006;4,186;873;3,313;4,186;873;3,313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 4 Nr. 1 StGB;2007;4,035;925;3,110;4,031;923;3,108;3;2;1;0;0;0;1;0;1;0;0;0;1;0;1;
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 4 Nr. 1 StGB;2008;3,818;858;2,960;3,818;858;2,960;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 4 Nr. 1 StGB;2009;3,442;691;2,751;3,442;691;2,751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 4 Nr. 1 StGB;2010;3,408;832;2,576;3,408;832;2,576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 4 Nr. 1 StGB;2011;3,261;801;2,460;3,261;801;2,460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 4 Nr. 1 StGB;2013;2,960;707;2,253;2,960;707;2,253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 4 Nr. 1 StGB;2014;2,811;740;2,071;2,811;740;2,071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 4 Nr. 1 StGB;2015;2,629;660;1,969;2,629;660;1,969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 4 Nr. 1 StGB;2016;2,644;679;1,965;2,644;679;1,965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 4 Nr. 1 StGB;2017;2,428;645;1,783;2,428;645;1,783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 4 Nr. 1 StGB;2018;2,450;660;1,790;2,450;660;1,790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 4 Nr. 1 StGB;2019;2,230;592;1,638;2,230;592;1,638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 4 Nr. 1 StGB;2020;2,154;622;1,532;2,154;622;1,532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 4 Nr. 1 StGB;2021;2,021;615;1,406;2,021;615;1,406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;607130
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176a Abs. 1 Nr. 1 StGB;2022;2,141;671;1,470;2,141;671;1,470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;607130
131200;exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 3 Nr. 1 StGB;2001;6,137;1,178;4,959;6,089;1,169;4,920;21;7;14;2;0;2;25;2;23;0;0;0;25;2;23;
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 4 Nr. 1 StGB;2012;2,960;745;2,215;2,960;745;2,215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131300;sexuelle Handlungen nach § 176 Abs. 3 Nr. 2 StGB;2000;534;144;390;532;143;389;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1;
131300;sexuelle Handlungen nach § 176 Abs. 3 Nr. 2 StGB;2001;524;158;366;522;158;364;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;
131300;sexuelle Handlungen nach § 176 Abs. 3 Nr. 2 StGB;2002;621;192;429;621;192;429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131300;sexuelle Handlungen nach § 176 Abs. 3 Nr. 2 StGB;2003;483;162;321;483;162;321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131300;Sexuelle Handlungen gemäß § 176 Abs. 4 Nr. 2 StGB;2004;486;99;387;486;99;387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131300;Sexuelle Handlungen gemäß § 176 Abs. 4 Nr. 2 StGB;2005;370;96;274;370;96;274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131300;Sexuelle Handlungen gemäß § 176 Abs. 4 Nr. 2 StGB;2006;339;97;242;339;97;242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131300;Sexuelle Handlungen gemäß § 176 Abs. 4 Nr. 2 StGB;2007;493;152;341;493;152;341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131300;Sexuelle Handlungen gemäß § 176 Abs. 4 Nr. 2 StGB;2009;409;140;269;409;140;269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131300;Sexuelle Handlungen gemäß § 176 Abs. 4 Nr. 2 StGB;2010;486;149;337;486;149;337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131300;Sexuelle Handlungen gemäß § 176 Abs. 4 Nr. 2 StGB;2011;806;213;593;806;213;593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131300;Sexuelle Handlungen gemäß § 176 Abs. 4 Nr. 2 StGB;2012;760;288;472;760;288;472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131300;Sexuelle Handlungen gemäß § 176 Abs. 4 Nr. 2 StGB;2013;668;188;480;668;188;480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131300;Sexuelle Handlungen gemäß § 176 Abs. 4 Nr. 2 StGB;2014;581;165;416;581;165;416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131300;Sexuelle Handlungen gemäß § 176 Abs. 4 Nr. 2 StGB;2015;661;166;495;661;166;495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131300;Sexuelle Handlungen § 176 Abs. 4 Nr. 2 StGB;2016;673;180;493;673;180;493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131300;Sexuelle Handlungen § 176 Abs. 4 Nr. 2 StGB;2017;530;122;408;530;122;408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131300;Sexuelle Handlungen § 176 Abs. 4 Nr. 2 StGB;2018;486;104;382;486;104;382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131300;Sexuelle Handlungen § 176 Abs. 4 Nr. 2 StGB;2019;573;144;429;573;144;429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131300;Sexuelle Handlungen § 176 Abs. 4 Nr. 2 StGB;2020;555;163;392;555;163;392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131300;Sexuelle Handlungen § 176 Abs. 4 Nr. 2 StGB;2021;711;194;517;711;194;517;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;607274
131300;Sexueller Missbrauch von Kindern - Täter bestimmt Kind, sexuelle Handlungen an sich selbst vorzunehmen § 176a Abs 1 Nr. 2 StGB;2022;900;277;623;900;277;623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;607274
131300;Sexuelle Handlungen gemäß § 176 Abs. 4 Nr. 2 StGB;2008;461;137;324;461;137;324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131400;Einwirken auf Kinder nach § 176 Abs. 3 Nr. 3 StGB;2000;1,265;330;935;1,265;330;935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131400;Einwirken auf Kinder nach § 176 Abs. 3 Nr. 3 StGB;2001;1,724;441;1,283;1,703;433;1,270;18;7;11;0;0;0;3;1;2;0;0;0;3;1;2;
131400;Einwirken auf Kinder nach § 176 Abs. 3 Nr. 3 StGB;2002;1,549;509;1,040;1,547;509;1,038;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;
131400;Einwirken auf Kinder nach § 176 Abs. 3 Nr. 3 StGB;2003;1,363;404;959;1,363;404;959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131400;Einwirken auf Kinder gemäß § 176 Abs. 4 Nr. 3 und 4 StGB;2004;1,296;388;908;1,296;388;908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131400;Einwirken auf Kinder gemäß § 176 Abs. 4 Nr. 3 und 4 StGB;2006;1,132;350;782;1,132;350;782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131400;Einwirken auf Kinder gemäß § 176 Abs. 4 Nr. 3 und 4 StGB;2007;1,082;307;775;1,082;307;775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131400;Einwirken auf Kinder gemäß § 176 Abs. 4 Nr. 3 und 4 StGB;2008;1,129;341;788;1,129;341;788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131400;Einwirken auf Kinder gemäß § 176 Abs. 4 Nr. 3 und 4 StGB;2009;1,130;341;789;1,130;341;789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131400;Einwirken auf Kinder gemäß § 176 Abs. 4 Nr. 3 und 4 StGB;2010;1,131;313;818;1,131;313;818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131400;Einwirken auf Kinder gemäß § 176 Abs. 4 Nr. 3 und 4 StGB;2011;1,134;392;742;1,134;392;742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131400;Einwirken auf Kinder gemäß § 176 Abs. 4 Nr. 3 und 4 StGB;2012;1,591;335;1,256;1,591;335;1,256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131400;Einwirken auf Kinder gemäß § 176 Abs. 4 Nr. 3 und 4 StGB;2013;1,685;409;1,276;1,685;409;1,276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131400;Einwirken auf Kinder gemäß § 176 Abs. 4 Nr. 3 und 4 StGB;2014;2,171;501;1,670;2,171;501;1,670;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131400;Einwirken auf Kinder gemäß § 176 Abs. 4 Nr. 3 und 4 StGB;2015;2,185;522;1,663;2,185;522;1,663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131400;Einwirken auf Kinder § 176 Abs. 4 Nr. 3 und 4 StGB;2016;2,272;528;1,744;2,272;528;1,744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
