1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
112110;Sexueller Übergriff § 177 Abs. 1, 2 (ohne Nr. 1), 9 StGB;3,089;0.1;778;774;479;1,017;41;3;0;2,559;82.8;2,544;2,497;47;880;34.6
112120;Sexuelle Nötigung § 177 Abs. 5, 9 StGB;2,382;0;606;682;468;573;53;2;0;1,946;81.7;1,991;1,921;70;695;34.9
112130;Sexueller Übergriff an widerstandsunfähigen Personen § 177 Abs. 2 Nr. 1, Abs. 4, 9 StGB;668;0;195;212;148;106;7;0;0;553;82.8;567;556;11;121;21.3
113000;Sexueller Missbrauch von Schutzbefohlenen pp., unter Ausnutzung einer Amtsstellung oder eines Vertrauensverhältnisses §§ 174, 174a-c StGB;696;0;209;235;112;125;15;0;0;658;94.5;531;491;40;88;16.6
113010;Sexueller Missbrauch von Schutzbefohlenen ab 14 Jahren § 174 StGB;424;0;162;106;68;74;14;0;0;396;93.4;354;332;22;62;17.5
113020;Sexueller Missbrauch von Gefangenen/Verwahrten usw. ab 14 Jahren § 174a StGB;34;0;12;14;5;3;0;0;0;31;91.2;32;27;5;2;6.3
113030;Sexueller Missbrauch - Ausnutzung einer Amtsstellung zum Nachteil von Personen ab 14 Jahren § 174b StGB;5;0;2;0;0;2;1;0;0;3;60;3;3;0;0;0
113040;Sexueller Missbrauch - Ausnutzung eines Beratungs-/Behandlungs-/Betreuungsverhältnisses zum Nachteil von Personen ab 14 Jahren § 174c StGB;233;0;33;115;39;46;0;0;0;228;97.9;143;130;13;24;16.8
114000;Sexuelle Belästigung § 184i StGB;17,465;0.3;4,017;5,081;3,889;4,397;81;2;0;13,348;76.4;12,371;12,097;274;4,942;39.9
115000;Straftaten aus Gruppen § 184j StGB;12;0;0;4;3;5;0;0;0;5;41.7;18;18;0;11;61.1
130000;Sexueller Missbrauch §§ 176-176e, 182, 183, 183a StGB;24,198;0.5;7,023;6,671;4,432;5,266;806;1;0;18,467;76.3;15,844;15,053;791;3,636;22.9
131000;Sexueller Missbrauch von Kindern §§ 176-176e StGB;14,774;0.3;5,028;4,092;2,444;2,463;747;1;0;12,554;85;11,130;10,490;640;1,995;17.9
131010;Sexueller Missbrauch von Kindern - Anbieten von Kindern gemäß §§ 176 Abs. 1 Nr 3, 176a Abs.2, 176b Abs. 2 StGB;254;0;81;64;46;47;16;0;0;204;80.3;214;194;20;28;13.1
131011;Sexueller Missbrauch von Kindern - Kinder für sex. Handlungen anbietet, Nachweis verspricht § 176 Abs. 1 Nr. 3 StGB;123;0;35;30;26;27;5;0;0;98;79.7;109;97;12;13;11.9
131012;Sexueller Missbrauch von Kindern - Kinder für sex. Missbrauch ohne Körperkontakt anbietet, Nachweis verspricht, zur Tat verabredet § 176a Abs. 2 StGB;97;0;32;28;16;16;5;0;0;81;83.5;85;80;5;12;14.1
131013;Sexueller Missbrauch von Kindern - Kind zum vorbereitenden Einwirken anbietet, Nachweis verspricht, zur Tat verabredet § 176b Abs. 2 StGB;34;0;14;6;4;4;6;0;0;25;73.5;21;18;3;3;14.3
131100;Sexueller Missbrauch von Kindern - sexuelle Handlungen an Kind/durch Kind vornehmen lässt § 176 Abs 1 Nr. 1 und 2 StGB;5,892;0.1;2,121;1,696;944;990;141;1;0;5,305;90;4,986;4,765;221;981;19.7
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176a Abs. 1 Nr. 1 StGB;1,430;0;385;431;267;331;16;0;0;953;66.6;838;797;41;221;26.4
131300;Sexueller Missbrauch von Kindern - Täter bestimmt Kind, sexuelle Handlungen an sich selbst vorzunehmen § 176a Abs 1 Nr. 2 StGB;720;0;311;199;106;66;38;0;0;601;83.5;493;461;32;54;11
131400;"Sexueller Missbrauch von Kindern - Einwirken auf Kinder ohne Körperkontakt § 176a Abs. 1 Nr. 3; 176b Abs. 1 Nr. 1 und 2 StGB";3,789;0.1;1,303;933;643;506;404;0;0;3,088;81.5;2,522;2,366;156;281;11.1
131410;Sexueller Missbrauch von Kindern - Einwirken auf Kinder ohne Körperkontakt mit dem Kind § 176a Abs. 1 Nr 3 i.V.m. Absatz 3 StGB;3,019;0.1;1,073;782;549;405;210;0;0;2,569;85.1;2,092;1,953;139;227;10.9
131411;Sexueller Missbrauch von Kindern - Einwirken auf Kind durch pornographischen Inhalt oder entsprechende Reden § 176a Abs. 1 Nr. 3 StGB;2,901;0.1;1,031;744;531;393;202;0;0;2,475;85.3;2,010;1,873;137;222;11
131412;Versuch des Sexuellen Missbrauchs von Kindern ohne Körperkontakt mit dem Kind (Scheinkindkonstellation) § 176a Abs. 1 nr. 3 i.V.m. Abs. 3 StGB;118;0;42;38;18;12;8;0;0;94;79.7;91;89;2;5;5.5
131420;Vorbereitung des sexuellen Missbrauchs von Kindern gem § 176b Abs. 1, 3 StGB;770;0;230;151;94;101;194;0;0;519;67.4;469;451;18;56;11.9
131421;Sexueller Missbrauch von Kindern - Einwirken auf Kind zur Vorbereitung sex. Missbrauchs § 176b Abs. 1 StGB;724;0;224;139;84;87;190;0;0;486;67.1;438;421;17;54;12.3
131422;Versuch der Vorbereitung des sexuellen Missbrauchs von Kindern (Scheinkindkonstellation) § 176b Abs. 1 i.V.m. Abs. 3 StGB;46;0;6;12;10;14;4;0;0;33;71.7;31;30;1;2;6.5
131500;Schwerer Sexueller Missbrauch von Kindern - Vollzug des Beischlafs mit einem Kind oder Vornahme einer ähnlichen sexuellen Handlung nach § 176c Abs. 1 Nr. 2 StGB;1,289;0;527;370;189;172;31;0;0;1,186;92;1,131;1,085;46;211;18.7
131600;Schwerer sexueller Missbrauch von Kindern - Herstellung und Verbreitung pornographischer Inhalte § 176c Abs. 2 StGB;171;0;43;40;19;62;7;0;0;146;85.4;170;151;19;34;20
131700;Schwerer sexueller Missbrauch von Kindern - sonstige Begehungsweisen gem. § 176c StGB;1,217;0;250;357;228;288;94;0;0;1,062;87.3;1,227;1,118;109;240;19.6
131710;Schwerer sexueller Missbrauch von Kindern - sonstige Begehungsweisen § 176c Abs. 1 Nr. 1, 3, 4 StGB;1,209;0;246;355;228;286;94;0;0;1,055;87.3;1,220;1,111;109;238;19.5
131720;Schwerer sexueller Missbrauch von Kindern - mit schwerer körperlicher Misshandlung oder Gefahr des Todes § 176c Abs. 3 StGB;8;0;4;2;0;2;0;0;0;7;87.5;7;7;0;2;28.6
131800;Sexueller Missbrauch von Kindern mit Todesfolge § 176d StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
131900;Verbreitung und Besitz von Anleitungen zu sexuellem Missbrauch von Kindern § 176e StGB;12;0;7;2;2;1;0;0;0;9;75;9;7;2;0;0
132000;Exhibitionistische Handlungen und Erregung öffentlichen Ärgernisses §§ 183, 183a StGB;8,469;0.2;1,691;2,307;1,808;2,646;17;0;0;5,109;60.3;4,194;4,061;133;1,539;36.7
132010;Exhibitionistische Handlungen § 183 StGB;7,092;0.1;1,447;1,990;1,509;2,136;10;0;0;4,100;57.8;3,312;3,312;0;1,225;37
132020;Erregung öffentlichen Ärgernisses § 183a StGB;1,377;0;244;317;299;510;7;0;0;1,009;73.3;1,012;879;133;360;35.6
133000;Sexueller Missbrauch von Jugendlichen § 182 StGB;955;0;304;272;180;157;42;0;0;804;84.2;792;771;21;178;22.5
133100;Sexueller Missbrauch von Jugendlichen gegen Entgelt § 182 Abs. 2 StGB;221;0;70;36;41;63;11;0;0;184;83.3;183;180;3;43;23.5
133700;Sonstiger Sexueller Missbrauch von Jugendlichen § 182 StGB;734;0;234;236;139;94;31;0;0;620;84.5;616;598;18;136;22.1
140000;Ausnutzen sexueller Neigung §§ 180, 180a, 181a, 184, 184a, 184b, 184c, 184e, 184f, 184g, 184k, 184l StGB;55,875;1.1;19,213;15,783;8,316;8,348;4,215;0;0;49,395;88.4;46,811;38,576;8,235;10,006;21.4
140010;Ausübung der verbotenen Prostitution § 184f StGB;607;0;154;144;71;233;5;0;0;579;95.4;399;35;364;322;80.7
140020;Jugendgefährdende Prostitution § 184g StGB;9;0;3;3;1;1;1;0;0;7;77.8;10;3;7;7;70
141000;Förderung sexueller Handlungen Minderjähriger oder Ausbeuten von Prostituierten §§ 180, 180a StGB;112;0;27;21;24;35;5;0;0;89;79.5;101;78;23;38;37.6
141100;Förderung sexueller Handlungen Minderjähriger § 180 StGB;91;0;24;16;20;26;5;0;0;69;75.8;81;66;15;28;34.6
141110;Förderung sexueller Handlungen Minderjähriger durch Vermittlung oder gegen Entgelt § 180 Abs. 1, Nr. 1, Abs. 2 StGB;55;0;10;9;13;19;4;0;0;40;72.7;51;42;9;20;39.2
141179;Sonstige Förderung sexueller Handlungen Minderjähriger § 180 StGB;36;0;14;7;7;7;1;0;0;29;80.6;30;24;6;8;26.7
141200;Ausbeuten von Prostituierten § 180a StGB;21;0;3;5;4;9;0;0;0;20;95.2;20;12;8;10;50
142000;Zuhälterei § 181a StGB;143;0;19;31;36;53;4;0;0;128;89.5;139;118;21;76;54.7
143000;Verbreitung pornografischer Inhalte (Erzeugnisse) §§ 184, 184a, 184b, 184c, 184e StGB;54,095;1;18,816;15,291;8,018;7,832;4,138;0;0;47,903;88.6;45,563;37,825;7,738;9,418;20.7
143010;Sonstige Verbreitung pornografischer Inhalte (Erzeugnisse) § 184 StGB;2,737;0.1;687;692;411;643;304;0;0;2,012;73.5;1,872;1,677;195;348;18.6
143020;Verbreitung gewalt- oder tierpornografischer Inhalte § 184a StGB;408;0;174;109;47;44;34;0;0;374;91.7;373;325;48;56;15
143040;Veranstaltung und Besuch kinder- und jugendpornografischer Darbietungen § 184e StGB;2;0;1;0;0;0;1;0;0;2;100;2;1;1;0;0
143100;Verbreitung pornografischer Inhalte (Erzeugnisse) an Personen unter 18 Jahren § 184 Abs. 1 Nr. 1, 2, 5 StGB;2,220;0;880;621;236;237;246;0;0;1,919;86.4;1,935;1,669;266;192;9.9
143200;Verbreitung, Erwerb, Besitz und Herstellung kinderpornografischer Inhalte § 184b StGB;42,022;0.8;14,545;12,085;6,445;6,050;2,897;0;0;37,465;89.2;36,362;30,157;6,205;8,027;22.1
143210;Verbreitung, Erwerb, Besitz und Herstellung von Kinderpornografie § 184b Abs. 1 StGB;23,282;0.4;7,912;6,385;3,721;3,827;1,437;0;0;20,269;87.1;20,101;16,920;3,181;5,568;27.7
143211;Verbreitung von Kinderpornografie § 184b Abs. 1 Nr. 1 StGB;19,692;0.4;6,601;5,582;3,194;2,940;1,375;0;0;17,105;86.9;17,099;14,512;2,587;4,822;28.2
143212;Besitzverschaffung für andere von Kinderpornografie § 184b Abs. 1 Nr. 2 StGB;2,824;0.1;1,031;601;397;749;46;0;0;2,467;87.4;2,428;2,043;385;644;26.5
143213;Herstellung auch ohne Verbreitungsabsicht von Kinderpornografie mit tatsächlichem Geschehen § 184b Abs. 1 Nr. 3 StGB;331;0;118;87;50;70;6;0;0;302;91.2;293;227;66;48;16.4
143214;Herstellung mit Verbreitungsabsicht von Kinderpornografie § 184b Abs. 1 Nr. 4 StGB;435;0;162;115;80;68;10;0;0;395;90.8;437;275;162;83;19
143220;Verbreitung und Herstellung von Kinderpornografie gewerbs-/bandenmäßig § 184b Abs. 2 StGB;62;0;10;29;11;7;5;0;0;50;80.6;57;50;7;15;26.3
143230;Besitz oder sich Verschaffen von Kinderpornografie § 184b Abs. 3 StGB;18,678;0.4;6,623;5,671;2,713;2,216;1,455;0;0;17,146;91.8;17,117;14,027;3,090;2,586;15.1
143500;Verbreitung, Erwerb, Besitz und Herstellung jugendpornografischer Inhalte § 184c StGB;6,706;0.1;2,529;1,784;879;858;656;0;0;6,131;91.4;6,085;4,994;1,091;932;15.3
143510;Verbreitung, Erwerb, Besitz und Herstellung von Jugendpornografie § 184c Abs. 1 StGB;3,472;0.1;1,325;976;482;490;199;0;0;3,185;91.7;3,253;2,682;571;599;18.4
143511;Verbreitung von Jugendpornografie § 184c Abs. 1 Nr. 1 StGB;2,701;0.1;1,020;771;374;358;178;0;0;2,457;91;2,556;2,113;443;479;18.7
143512;Besitzverschaffung für andere von Jugendpornografie § 184c Abs. 1 Nr. 2 StGB;411;0;164;89;59;88;11;0;0;385;93.7;382;317;65;67;17.5
143513;Herstellung auch ohne Verbreitungsabsicht mit tatsächlichem Geschehen von Jugendpornografie § 184c Abs. 1 Nr. 3 StGB;168;0;73;58;17;18;2;0;0;163;97;149;133;16;25;16.8
143514;Herstellung mit Verbreitungsabsicht von Jugendpornografie § 184c Abs. 1 Nr. 4 StGB;192;0;68;58;32;26;8;0;0;180;93.8;195;145;50;35;17.9
143520;Verbreitung und Herstellung von Jugendpornografie gewerbs-/bandenmäßig § 184c Abs. 2 StGB;24;0;6;7;6;2;3;0;0;21;87.5;26;21;5;5;19.2
143530;Besitz oder sich Verschaffen von Jugendpornografie § 184c Abs. 3 StGB;3,210;0.1;1,198;801;391;366;454;0;0;2,925;91.1;2,915;2,389;526;342;11.7
145000;Verletzung des Intimbereichs durch Bildaufnahmen § 184k StGB;877;0;183;285;158;190;61;0;0;659;75.1;636;552;84;156;24.5
146000;Inverkehrbringen, Erwerb und Besitz von Sexpuppen mit kindlichem Erscheinungsbild § 184l StGB;32;0;11;8;8;4;1;0;0;30;93.8;29;26;3;2;6.9
200000;Rohheitsdelikte und Straftaten gegen die persönliche Freiheit;805,980;15.5;204,961;233,841;161,509;201,384;4,285;3,458;870;698,141;86.6;600,957;480,651;120,306;193,084;32.1
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;30,403;0.6;3,417;7,346;7,510;12,091;39;1,073;74;18,055;59.4;22,758;20,511;2,247;10,101;44.4
210010;Sonstiger Raub § 249 StGB;2,909;0.1;380;787;806;929;7;4;0;1,632;56.1;2,405;2,181;224;1,027;42.7
210020;Sonstiger schwerer Raub § 250 StGB;836;0;111;229;209;284;3;69;10;502;60;954;894;60;463;48.5
210030;Sonstiger Raub mit Todesfolge § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
210040;Räuberischer Diebstahl § 252 StGB;8,049;0.2;970;2,284;2,123;2,671;1;15;2;6,219;77.3;6,980;5,974;1,006;3,531;50.6
210050;Sonstige räuberische Erpressung § 255 StGB;1,596;0;279;446;382;484;5;73;3;1,226;76.8;1,728;1,619;109;705;40.8
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;54;0;17;20;13;4;0;28;3;28;51.9;30;29;1;10;33.3
211100;Raub, räuberische Erpressung auf/gegen Geldinstitute (Banken/Sparkassen);26;0;9;6;8;3;0;16;1;19;73.1;21;21;0;9;42.9
211110;Raub auf Geldinstitute (Banken/Sparkassen) § 249 StGB;2;0;1;0;1;0;0;1;0;1;50;3;3;0;0;0
211120;Schwerer Raub auf Geldinstitute (Banken/Sparkassen) § 250 StGB;7;0;1;1;4;1;0;5;1;6;85.7;5;5;0;2;40
211130;Raub mit Todesfolge auf Geldinstitute (Banken/Sparkassen) § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211150;Räuberische Erpressung gegen Geldinstitute (Banken/Sparkassen) § 255 StGB;17;0;7;5;3;2;0;10;0;12;70.6;13;13;0;7;53.8
211200;Raub, räuberische Erpressung auf/gegen Postfilialen und -agenturen;28;0;8;14;5;1;0;12;2;9;32.1;9;8;1;1;11.1
211210;Raub auf Postfilialen und -agenturen § 249 StGB;3;0;1;1;1;0;0;0;0;2;66.7;2;2;0;0;0
211220;Schwerer Raub auf Postfilialen und -agenturen § 250 StGB;15;0;3;8;3;1;0;6;2;5;33.3;6;5;1;1;16.7
211230;Raub mit Todesfolge auf Postfilialen und -agenturen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211250;Räuberische Erpressung gegen Postfilialen und -agenturen § 255 StGB;10;0;4;5;1;0;0;6;0;2;20;2;2;0;0;0
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;1,445;0;243;422;327;453;0;498;25;803;55.6;950;918;32;334;35.2
212010;Raub auf sonstige Kassenräume oder Geschäfte § 249 StGB;93;0;15;21;14;43;0;4;0;42;45.2;65;61;4;29;44.6
212020;Schwerer Raub auf sonstige Kassenräume oder Geschäfte § 250 StGB;457;0;47;123;108;179;0;184;10;240;52.5;358;342;16;138;38.5
212030;Raub mit Todesfolge auf sonstige Kassenräume oder Geschäfte § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212050;Räuberische Erpressung gegen sonstige Kassenräume oder Geschäfte § 255 StGB;223;0;42;62;49;70;0;68;1;123;55.2;151;147;4;38;25.2
212100;Raub, räuberische Erpressung auf/gegen Spielhallen;163;0;26;59;50;28;0;64;7;99;60.7;121;118;3;52;43
212110;Raub auf Spielhallen § 249 StGB;9;0;1;5;3;0;0;2;0;4;44.4;5;5;0;3;60
212120;Schwerer Raub auf Spielhallen § 250 StGB;95;0;18;26;28;23;0;38;3;56;58.9;69;68;1;31;44.9
212130;Raub mit Todesfolge auf Spielhallen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212150;Räuberische Erpressung gegen Spielhallen § 255 StGB;59;0;7;28;19;5;0;24;4;39;66.1;53;51;2;23;43.4
212200;Raub, räuberische Erpressung auf/gegen Tankstellen;509;0;113;157;106;133;0;178;7;299;58.7;363;358;5;109;30
212210;Raub auf Tankstellen § 249 StGB;31;0;10;11;3;7;0;0;0;19;61.3;22;22;0;11;50
212220;Schwerer Raub auf Tankstellen § 250 StGB;327;0;64;97;66;100;0;126;3;184;56.3;242;238;4;75;31
212230;Raub mit Todesfolge auf Tankstellen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212250;Räuberische Erpressung gegen Tankstellen § 255 StGB;151;0;39;49;37;26;0;52;4;96;63.6;114;113;1;30;26.3
213000;Raub, räuberische Erpressung auf/gegen Geld- und Werttransporte;21;0;4;7;3;7;0;3;0;8;38.1;19;15;4;7;36.8
213100;Raub, räuberische Erpressung auf/gegen Geld- und Kassenboten;21;0;4;7;3;7;0;3;0;8;38.1;19;15;4;7;36.8
213110;Raub auf Geld- und Kassenboten § 249 StGB;5;0;0;3;1;1;0;0;0;2;40;4;4;0;0;0
213120;Schwerer Raub auf Geld- und Kassenboten § 250 StGB;14;0;3;4;2;5;0;3;0;4;28.6;13;9;4;5;38.5
213130;Raub mit Todesfolge auf Geld- und Kassenboten § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213150;Räuberische Erpressung gegen Geld- und Kassenboten § 255 StGB;2;0;1;0;0;1;0;0;0;2;100;2;2;0;2;100
213200;Raub, räuberische Erpressung auf/gegen Spezialgeldtransportfahrzeuge;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213210;Raub auf Spezialgeldtransportfahrzeuge § 249 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213220;Schwerer Raub auf Spezialgeldtransportfahrzeuge § 250 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213230;Raub mit Todesfolge auf Spezialgeldtransportfahrzeuge § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213250;Räuberische Erpressung gegen Spezialgeldtransportfahrzeuge § 255 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
214000;Räuberischer Angriff auf Kraftfahrer § 316a StGB;92;0;15;22;14;41;0;17;0;53;57.6;130;118;12;35;26.9
214079;Räuberischer Angriff auf sonstige Kraftfahrer;57;0;13;14;11;19;0;10;0;31;54.4;96;86;10;16;16.7
214100;Beraubung von Taxifahrern;35;0;2;8;3;22;0;7;0;22;62.9;34;32;2;19;55.9
216000;Handtaschenraub;783;0;72;184;158;368;1;3;0;271;34.6;333;300;33;179;53.8
216010;Handtaschenraub § 249 StGB;689;0;67;162;138;321;1;0;0;223;32.4;265;235;30;140;52.8
216020;Handtaschenraub § 250 StGB;76;0;4;20;18;34;0;3;0;38;50;59;56;3;40;67.8
216030;Handtaschenraub mit Todesfolge § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216050;Räuberische Erpressung bei Handtaschenraub § 255 StGB;18;0;1;2;2;13;0;0;0;10;55.6;14;13;1;4;28.6
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;12,676;0.2;958;2,379;3,031;6,288;20;242;24;5,797;45.7;8,598;8,063;535;3,835;44.6
217010;Sonstiger Raub auf Straßen, Wegen oder Plätzen § 249 StGB;7,684;0.1;553;1,436;1,885;3,794;16;5;0;3,124;40.7;4,751;4,417;334;2,239;47.1
217020;Sonstiger schwerer Raub auf Straßen, Wegen oder Plätzen § 250 StGB;2,622;0.1;158;493;588;1,381;2;150;18;1,305;49.8;2,387;2,277;110;1,172;49.1
217030;Sonstiger Raub mit Todesfolge auf Straßen, Wegen oder Plätzen § 251 StGB;2;0;1;0;0;1;0;0;1;2;100;2;2;0;1;50
217050;Sonstige räuberische Erpressung auf Straßen, Wegen oder Plätzen § 255 StGB;2,368;0;246;450;558;1,112;2;87;5;1,366;57.7;2,140;2,032;108;798;37.3
218000;Raub zur Erlangung von Betäubungsmitteln;85;0;24;25;17;19;0;11;0;63;74.1;105;97;8;33;31.4
218010;Raub zur Erlangung von Betäubungsmitteln § 249 StGB;31;0;6;11;6;8;0;0;0;21;67.7;30;27;3;13;43.3
218020;Schwerer Raub zur Erlangung von Betäubungsmitteln § 250 StGB;35;0;8;10;9;8;0;9;0;25;71.4;50;46;4;13;26
218030;Raub mit Todesfolge zur Erlangung von Betäubungsmitteln § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
218050;Räuberische Erpressung zur Erlangung von Betäubungsmitteln § 255 StGB;19;0;10;4;2;3;0;2;0;17;89.5;25;24;1;7;28
219000;Raubüberfälle in Wohnungen;1,857;0;344;541;427;543;2;110;7;1,453;78.2;2,260;1,966;294;829;36.7
219010;Raub in Wohnungen § 249 StGB;970;0;168;266;247;288;1;1;0;738;76.1;1,036;871;165;358;34.6
219020;Schwerer Raub in Wohnungen § 250 StGB;556;0;108;169;122;156;1;85;6;419;75.4;822;733;89;331;40.3
219030;Raub mit Todesfolge in Wohnungen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219050;Räuberische Erpressung in Wohnungen § 255 StGB;331;0;68;106;58;99;0;24;1;296;89.4;436;395;41;158;36.2
220000;Körperverletzung §§ 223-227, 229, 231 StGB;523,648;10;130,252;151,205;106,795;134,799;597;327;582;458,422;87.5;429,070;337,946;91,124;143,682;33.5
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;101;0;22;36;26;17;0;0;0;83;82.2;101;75;26;19;18.8
221010;Körperverletzung mit Todesfolge § 227 StGB;99;0;22;34;26;17;0;0;0;81;81.8;96;70;26;15;15.6
221020;Beteiligung an einer Schlägerei mit Todesfolge § 231 StGB;2;0;0;2;0;0;0;0;0;2;100;5;5;0;4;80
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;122,112;2.3;25,809;34,164;26,657;35,343;139;180;542;97,676;80;127,108;105,105;22,003;49,233;38.7
222010;Sonstige Tatörtlichkeit bei gefährlicher Körperverletzung § 224 StGB;69,392;1.3;16,924;19,921;14,037;18,417;93;105;272;59,629;85.9;74,435;59,550;14,885;29,631;39.8
222020;Sonstige Tatörtlichkeit bei schwerer Körperverletzung § 226 StGB;271;0;76;92;36;64;3;0;4;212;78.2;265;224;41;74;27.9
222030;Sonstige Tatörtlichkeit bei Beteiligung an einer Schlägerei ohne Todesfolge § 231 StGB;20;0;1;5;9;5;0;0;0;19;95;76;66;10;43;56.6
222040;Verstümmelung weiblicher Genitalien § 226a StGB;2;0;0;1;0;0;1;0;0;2;100;3;2;1;3;100
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;52,427;1;8,808;14,145;12,575;16,857;42;75;266;37,814;72.1;56,510;48,989;7,521;21,296;37.7
222110;Gefährliche Körperverletzung § 224 StGB auf Straßen, Wegen oder Plätzen;52,258;1;8,765;14,098;12,546;16,807;42;75;266;37,684;72.1;56,288;48,777;7,511;21,230;37.7
222120;Schwere Körperverletzung auf Straßen, Wegen oder Plätzen § 226 StGB;144;0;38;33;26;47;0;0;0;108;75;174;165;9;44;25.3
222130;Beteiligung an einer Schlägerei ohne Todesfolge auf Straßen, Wegen oder Plätzen § 231 StGB;25;0;5;14;3;3;0;0;0;22;88;82;80;2;31;37.8
223000;Misshandlung von Schutzbefohlenen § 225 StGB;4,687;0.1;1,569;1,317;720;1,049;32;0;0;4,456;95.1;4,728;2,575;2,153;1,427;30.2
223001;Misshandlung Schutzbefohlener ab 14 Jahren;1,257;0;443;344;170;292;8;0;0;1,123;89.3;1,186;668;518;385;32.5
223100;Misshandlung von Kindern;3,430;0.1;1,126;973;550;757;24;0;0;3,333;97.2;3,602;1,954;1,648;1,072;29.8
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;373,805;7.2;94,222;109,355;75,894;93,926;408;147;0;336,801;90.1;301,582;238,471;63,111;99,097;32.9
225000;Fahrlässige Körperverletzung § 229 StGB;22,943;0.4;8,630;6,333;3,498;4,464;18;0;40;19,406;84.6;20,327;12,804;7,523;3,229;15.9
230000;Straftaten gegen die persönliche Freiheit §§ 232-233a, 234, 235, 236, 237, 238-239b, 240, 241, 316c StGB;251,929;4.8;71,292;75,290;47,204;54,494;3,649;2,058;214;221,664;88;199,138;166,638;32,500;57,305;28.8
231000;Menschenraub, Entziehung Minderjähriger, Kinderhandel §§ 234, 235, 236 StGB;1,574;0;411;427;327;389;20;1;0;1,502;95.4;1,623;673;950;839;51.7
231100;Menschenraub § 234 StGB;3;0;0;2;1;0;0;1;0;2;66.7;3;3;0;2;66.7
231200;Entziehung Minderjähriger § 235 StGB;1,566;0;411;423;324;388;20;0;0;1,495;95.5;1,611;664;947;830;51.5
231210;Entziehung Minderjähriger gegen Entgelt oder in Bereicherungsabsicht § 235 Abs. 4 Nr. 2 StGB;12;0;1;2;5;3;1;0;0;12;100;16;7;9;10;62.5
231279;Sonstige Entziehung Minderjähriger § 235 StGB;1,554;0;410;421;319;385;19;0;0;1,483;95.4;1,595;657;938;820;51.4
231300;Kinderhandel § 236 StGB;5;0;0;2;2;1;0;0;0;5;100;9;6;3;7;77.8
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;249,786;4.8;70,815;74,754;46,734;53,880;3,603;2,045;214;219,727;88;197,013;165,551;31,462;56,148;28.5
232100;Freiheitsberaubung § 239 StGB;4,546;0.1;1,069;1,429;962;1,075;11;22;2;4,046;89;4,716;3,689;1,027;1,602;34
232200;Nötigung § 240 StGB;57,709;1.1;19,856;16,365;9,529;11,548;411;92;11;46,654;80.8;47,632;39,793;7,839;10,399;21.8
232201;Nötigung im Straßenverkehr § 240 Abs. 1 StGB;31,800;0.6;12,046;9,179;5,112;5,409;54;22;0;24,411;76.8;24,384;21,143;3,241;4,921;20.2
232279;Sonstige Nötigung § 240 Abs. 1 und 4 StGB;25,909;0.5;7,810;7,186;4,417;6,139;357;70;11;22,243;85.9;23,566;18,900;4,666;5,526;23.4
232300;Bedrohung § 241 StGB;166,065;3.2;44,281;50,509;32,134;36,466;2,675;1,921;200;149,443;90;134,938;114,767;20,171;42,385;31.4
232400;Nachstellung (Stalking) § 238 StGB;21,436;0.4;5,604;6,446;4,100;4,780;506;9;1;19,560;91.2;17,557;14,367;3,190;3,961;22.6
232410;Nachstellung (Stalking) § 238, Abs. 1 StGB;21,106;0.4;5,505;6,355;4,019;4,726;501;9;1;19,246;91.2;17,330;14,182;3,148;3,907;22.5
