1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
216030;Handtaschenraub mit Todesfolge § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.01.2008;31.12.9999
216050;Räuberische Erpressung bei Handtaschenraub § 255 StGB;29;5;0;0;2;4;2;4;3;1;1;4;3;0;01.01.2008;31.12.9999
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;16,373;1,117;1,033;1,298;1,246;1,579;1,555;1,532;1,506;1,429;1,727;1,338;1,013;0;01.01.1971;31.12.9999
217010;Sonstiger Raub auf Straßen, Wegen oder Plätzen § 249 StGB;9,382;591;532;688;684;911;971;939;914;849;1;720;583;0;01.01.2013;31.12.9999
217020;Sonstiger schwerer Raub auf Straßen, Wegen oder Plätzen § 250 StGB;3,267;231;233;276;260;300;275;308;282;266;367;277;192;0;01.01.2008;31.12.9999
217030;Sonstiger Raub mit Todesfolge auf Straßen, Wegen oder Plätzen § 251 StGB;3;1;0;0;0;0;1;1;0;0;0;0;0;0;01.01.2008;31.12.9999
217050;Sonstige räuberische Erpressung auf Straßen, Wegen oder Plätzen § 255 StGB;3,721;294;268;334;302;368;308;284;310;314;360;341;238;0;01.01.2008;31.12.9999
218000;Raub zur Erlangung von Betäubungsmitteln;90;11;10;9;6;5;12;8;4;7;5;3;10;0;01.01.1972;31.12.9999
218010;Raub zur Erlangung von Betäubungsmitteln § 249 StGB;35;5;2;2;1;1;6;6;2;3;1;1;5;0;01.01.2013;31.12.9999
218020;Schwerer Raub zur Erlangung von Betäubungsmitteln § 250 StGB;30;3;7;5;2;1;1;1;1;3;2;1;3;0;01.01.2008;31.12.9999
218030;Raub mit Todesfolge zur Erlangung von Betäubungsmitteln § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.01.2008;31.12.9999
218050;Räuberische Erpressung zur Erlangung von Betäubungsmitteln § 255 StGB;25;3;1;2;3;3;5;1;1;1;2;1;2;0;01.01.2008;31.12.9999
219000;Raubüberfälle in Wohnungen;2,089;197;157;191;186;202;170;184;172;158;158;155;159;0;01.01.1981;31.12.9999
219010;Raub in Wohnungen § 249 StGB;987;100;69;86;81;83;90;103;86;80;73;66;70;0;01.01.2013;31.12.9999
219020;Schwerer Raub in Wohnungen § 250 StGB;592;43;39;52;61;74;46;50;50;44;33;45;55;0;01.01.2008;31.12.9999
219030;Raub mit Todesfolge in Wohnungen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.01.2008;31.12.9999
219050;Räuberische Erpressung in Wohnungen § 255 StGB;510;54;49;53;44;45;34;31;36;34;52;44;34;0;01.01.2008;31.12.9999
220000;Körperverletzung §§ 223-227, 229, 231 StGB;570,051;38,923;37,212;46,174;46,256;56,993;55,132;55,625;53,728;47,729;50,86;42,475;38,92;24;01.01.2014;31.12.9999
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;87;8;8;8;4;9;4;11;9;7;3;6;10;0;01.01.1999;31.12.9999
221010;Körperverletzung mit Todesfolge § 227 StGB;86;8;8;8;4;9;4;10;9;7;3;6;10;0;01.01.2008;31.12.9999
221020;Beteiligung an einer Schlägerei mit Todesfolge § 231 StGB;1;0;0;0;0;0;0;1;0;0;0;0;0;0;01.01.2008;31.12.9999
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;142,328;9,704;9,385;11,992;11,521;14,872;13,877;13,865;13,491;11,766;12,725;10,225;8,903;2;01.01.2014;31.12.9999
222010;Sonstige Tatörtlichkeit bei gefährlicher Körperverletzung § 224 StGB;81,534;5,899;5,628;7,098;6,753;8,196;7,628;7,582;7,508;6,744;7,141;5,969;5,386;2;01.01.2008;31.12.9999
222020;Sonstige Tatörtlichkeit bei schwerer Körperverletzung § 226 StGB;258;22;15;16;16;19;34;29;33;23;18;21;12;0;01.01.2008;31.12.9999
222030;Sonstige Tatörtlichkeit bei Beteiligung an einer Schlägerei ohne Todesfolge § 231 StGB;20;2;1;2;1;3;1;1;2;6;0;0;1;0;01.01.2008;31.12.9999
222040;Verstümmelung weiblicher Genitalien § 226a StGB;3;1;0;1;0;1;0;0;0;0;0;0;0;0;01.01.2014;31.12.9999
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;60,513;3,78;3,741;4,875;4,751;6,653;6,214;6,253;5,948;4,993;5,566;4,235;3,504;0;01.01.1989;31.12.9999
222110;Gefährliche Körperverletzung § 224 StGB auf Straßen, Wegen oder Plätzen;60,351;3,772;3,723;4,861;4,742;6,632;6,207;6,236;5,937;4,975;5,547;4,224;3,495;0;01.01.2008;31.12.9999
222120;Schwere Körperverletzung auf Straßen, Wegen oder Plätzen § 226 StGB;144;6;17;11;8;17;5;16;11;16;19;10;8;0;01.01.2008;31.12.9999
222130;Beteiligung an einer Schlägerei ohne Todesfolge auf Straßen, Wegen oder Plätzen § 231 StGB;18;2;1;3;1;4;2;1;0;2;0;1;1;0;01.01.2008;31.12.9999
223000;Misshandlung von Schutzbefohlenen § 225 StGB;3,796;350;332;341;342;361;365;349;334;309;271;246;190;6;01.01.2014;31.12.9999
223001;Misshandlung Schutzbefohlener ab 14 Jahren;1,05;105;94;89;111;100;101;78;98;82;59;69;63;1;01.01.2008;31.12.9999
223100;Misshandlung von Kindern;2,746;245;238;252;231;261;264;271;236;227;212;177;127;5;01.01.1979;31.12.9999
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;401,183;27,338;26,047;31,987;32,688;39,382;38,441;39,099;37,654;33,774;35,893;30,422;28,442;16;01.01.2014;31.12.9999
225000;Fahrlässige Körperverletzung § 229 StGB;22,657;1,523;1,44;1,846;1,701;2,369;2,445;2,301;2,24;1,873;1,968;1,576;1,375;0;01.01.1999;31.12.9999
230000;Straftaten gegen die persönliche Freiheit §§ 232-233a, 234, 235, 236, 237, 238-239b, 240, 241, 316c StGB;253,583;19,857;18,65;21,008;19,969;23,163;23,837;23,77;23,967;21,193;21,812;19,619;16,72;18;01.01.2014;31.12.9999
231000;Menschenraub, Entziehung Minderjähriger, Kinderhandel §§ 234, 235, 236 StGB;1,636;130;105;123;128;146;153;160;192;137;133;109;120;0;01.01.2014;31.12.9999
231100;Menschenraub § 234 StGB;3;0;1;0;0;0;0;0;1;1;0;0;0;0;01.01.2006;31.12.9999
231200;Entziehung Minderjähriger § 235 StGB;1,625;129;103;122;128;144;153;160;190;135;132;109;120;0;01.01.2018;31.12.9999
231210;Entziehung Minderjähriger gegen Entgelt oder in Bereicherungsabsicht § 235 Abs. 4 Nr. 2 StGB;15;1;0;1;2;1;1;1;2;2;1;3;0;0;01.01.2018;31.12.9999
231279;Sonstige Entziehung Minderjähriger § 235 StGB;1,61;128;103;121;126;143;152;159;188;133;131;106;120;0;01.01.2018;31.12.9999
231300;Kinderhandel § 236 StGB;8;1;1;1;0;2;0;0;1;1;1;0;0;0;01.01.2006;31.12.9999
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;251,504;19,695;18,522;20,831;19,8;22,973;23,645;23,568;23,742;21,021;21,638;19,47;16,582;17;01.01.2014;31.12.9999
232100;Freiheitsberaubung § 239 StGB;4,394;376;319;379;358;446;425;397;358;362;352;325;296;1;01.01.1999;31.12.9999
232200;Nötigung § 240 StGB;61,502;4,826;4,718;5,104;4,93;5,529;5,879;6,024;5,684;5,064;5,294;4,709;3,739;2;01.01.1999;31.12.9999
232201;Nötigung im Straßenverkehr § 240 Abs. 1 StGB;32,318;2,286;2,347;2,571;2,483;2,853;3,235;3,255;3,149;2,716;2,913;2,493;2,017;0;01.01.2008;31.12.9999
232279;Sonstige Nötigung § 240 Abs. 1 und 4 StGB;29,184;2,54;2,371;2,533;2,447;2,676;2,644;2,769;2,535;2,348;2,381;2,216;1,722;2;01.01.2008;31.12.9999
232300;Bedrohung § 241 StGB;165,069;12,665;11,899;13,594;12,928;15,163;15,556;15,333;15,845;13,905;14,277;12,806;11,088;10;01.01.1999;31.12.9999
232400;Nachstellung (Stalking) § 238 StGB;20,486;1,823;1,58;1,747;1,582;1,828;1,78;1,811;1,851;1,688;1,709;1,625;1,458;4;01.01.2007;31.12.9999
232410;Nachstellung (Stalking) § 238, Abs. 1 StGB;20,128;1,802;1,554;1,719;1,557;1,793;1,747;1,782;1,821;1,652;1,67;1,598;1,429;4;01.01.2008;31.12.9999
232420;Nachstellung (Stalking) § 238, Abs. 2 StGB;354;21;26;28;25;34;33;28;30;36;38;27;28;0;01.01.2008;31.12.9999
232430;Nachstellung (Stalking) § 238, Abs. 3 StGB;4;0;0;0;0;1;0;1;0;0;1;0;1;0;01.01.2008;31.12.9999
232500;Zwangsheirat § 237 StGB;53;5;6;7;2;7;5;3;4;2;6;5;1;0;01.01.2012;31.12.9999
233000;Erpresserischer Menschenraub § 239a StGB;58;3;2;9;6;5;3;13;5;1;4;5;2;0;01.01.2014;31.12.9999
233079;Sonstiger erpresserischer Menschenraub;57;2;2;9;6;5;3;13;5;1;4;5;2;0;01.01.2008;31.12.9999
233100;Erpresserischer Menschenraub i.V.m. Raubüberfall auf Geldinstitute, Postfilialen und -agenturen;1;1;0;0;0;0;0;0;0;0;0;0;0;0;01.01.2001;31.12.9999
233200;Erpresserischer Menschenraub i.V.m. Raubüberfall auf sonstige Kassenräume und Geschäfte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.01.2020;31.12.9999
233300;Erpresserischer Menschenraub i.V.m. Raubüberfall auf Geld- und Werttransporte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.01.1977;31.12.9999
234000;Geiselnahme § 239b StGB;21;2;1;2;0;2;0;3;0;3;3;3;2;0;01.01.2014;31.12.9999
234079;Sonstige Geiselnahme;21;2;1;2;0;2;0;3;0;3;3;3;2;0;01.01.2008;31.12.9999
234100;Geiselnahme i.V.m. Raubüberfall auf Geldinstitute, Postfilialen und -agenturen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.01.2001;31.12.9999
234200;Geiselnahme i.V.m. Raubüberfall auf sonstige Kassenräume und Geschäfte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.01.2020;31.12.9999
234300;Geiselnahme i.V.m. Raubüberfall auf Geld- und Werttransporte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.01.1984;31.12.9999
235000;Angriff auf den Luft- und Seeverkehr § 316c StGB;1;0;0;0;0;0;0;0;1;0;0;0;0;0;01.01.1999;31.12.9999
239000;Menschenhandel, Zwangsprostitution, Zwangsarbeit, Ausbeutung der Arbeitskraft und Ausbeutung unter Ausnutzung einer Freiheitsberaubung §§ 232, 232a, 232b, 233, 233a StGB;363;27;20;43;35;37;36;26;27;31;34;32;14;1;01.01.2017;31.12.9999
239100;Menschenhandel § 232 StGB;144;7;6;18;12;13;10;10;14;15;14;18;6;1;01.01.2017;31.12.9999
239110;Handel zum Zweck der Ausbeutung bei Ausübung der Prostitution, der Vornahme sexueller Handlungen § 232 Abs. 1 Nr. 1a. Abs. 2 in Bezug auf Abs. 1 Nr. 1a, Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1 Nr. 1a, Abs. 4 in Bezug auf Abs. 1 Nr. 1a StGB;86;3;4;12;8;10;9;6;7;9;3;9;5;1;01.01.2017;31.12.9999
239120;"Handel zum Zweck der Ausbeutung durch eine Beschäftigung § 232 StGB Abs. 1, Nr. 1 b); Abs. 2 in Bezug auf Abs. 1 Nr. 1b); Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 1b); Abs. 4 in Bezug auf Abs. 1 Nr. 1b) StGB";46;3;2;5;2;2;1;4;3;5;11;7;1;0;01.01.2017;31.12.9999
239130;Handel zum Zweck der Ausbeutung bei der Ausübung der Bettelei § 232 Abs. 1 Nr. 1 c), Abs. 2 in Bezug auf Abs. 1 Nr. 1 c), Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1 Nr. 1c), Abs. 4 in Bezug auf Abs. 1 Nr. 1c) StGB;3;0;0;1;1;0;0;0;1;0;0;0;0;0;01.01.2017;31.12.9999
239140;Handel zum Zweck der Ausbeutung bei der Begehung von mit Strafe bedrohten Handlungen § 232 StGB Abs. 1 Nr. 1d), Abs. 2 in Bezug auf Abs. 1 Nr. 1d), Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 1d), Abs. 4 in Bezug auf Abs. 1 Nr. 1d) StGB;6;0;0;0;1;0;0;0;2;1;0;2;0;0;01.01.2017;31.12.9999
239150;Handel zum Zweck des Haltens einer Person in Sklaverei, Leibeigenschaft, Schuldknechtschaft o.ä. § 232 Abs. 1 Nr. 2, Abs. 2 in Bezug auf Abs. 1 Nr. 2, Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1 Nr. 2, Abs. 4 in Bezug auf Abs. 1 Nr. 2 StGB;3;1;0;0;0;1;0;0;1;0;0;0;0;0;01.01.2017;31.12.9999
239160;Handel zum Zweck der rechtswidrigen Organentnahme § 232 Abs. 1 Nr. 3, Abs. 2 in Bezug auf Abs. 1 Nr. 3, Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1 Nr. 3, Abs. 4 in Bezug auf Abs. 1 Nr. 3 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.01.2017;31.12.9999
239200;Zwangsprostitution § 232a StGB;173;16;12;16;16;17;24;13;11;11;17;13;7;0;01.01.2017;31.12.9999
239210;Veranlassen zur Aufnahme oder Fortsetzung der Prostitution oder zu sexuellen Handlungen, durch die eine Person ausgebeutet wird § 232a Abs. 1 bis 5 StGB;164;15;12;14;15;17;23;13;10;11;14;13;7;0;01.01.2017;31.12.9999
239220;Entgeltliche Inanspruchnahme sexueller Handlungen eines Menschenhandelsopfers unter Ausnutzung der Zwangslage oder Hilflosigkeit § 232a Abs. 6 StGB;9;1;0;2;1;0;1;0;1;0;3;0;0;0;01.01.2017;31.12.9999
239300;Zwangsarbeit § 232b StGB;2;0;0;0;0;1;0;1;0;0;0;0;0;0;01.01.2017;31.12.9999
239310;Veranlassen zur Aufnahme einer ausbeuterischen Beschäftigung § 232b Abs. 1 Nr. 1, Abs. 2 in Bezug auf Abs. 1 Nr. 1, Abs. 3 Nr. 1, Abs. 4 Nr. 1 StGB;1;0;0;0;0;0;0;1;0;0;0;0;0;0;01.01.2017;31.12.9999
239320;Veranlassen sich in Sklaverei, Leibeigenschaft, Schuldknechtschaft o.ä. zu begeben § 232b Abs. 1 Nr. 2, Abs. 2 in Bezug auf Abs. 1 Nr. 2, Abs. 3 Nr. 2, Abs. 4 Nr. 2 StGB;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01.01.2017;31.12.9999
239330;Veranlassen zur Aufnahme oder Fortsetzung der Bettelei, durch die die Person ausgebeutet wird § 232b Abs. 1 Nr. 3, Abs. 2 in Bezug auf Abs. 1 Nr. 3, Abs. 3 Nr. 3, Abs. 4 Nr. 3 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.01.2017;31.12.9999
239400;Ausbeutung der Arbeitskraft § 233 StGB;22;3;0;2;5;3;2;0;1;4;1;1;0;0;01.01.2017;31.12.9999
239410;Ausbeutung durch eine Beschäftigung § 233 Abs. 1 Nr. 1, Abs. 2 in Fällen von Abs. 1 Nr. 1, Abs. 3 in Fällen von Abs. 1 Nr. 1, Abs. 4 in Bezug auf Abs. 1 Nr. 1, Abs. 5 in Bezug auf Abs. 1 Nr. 1 StGB;17;2;0;2;4;3;1;0;1;3;0;1;0;0;01.01.2017;31.12.9999
239420;Ausbeutung bei der Ausübung der Bettelei § 233 Abs. 1 Nr. 2, Abs. 2 in Fällen von Abs. 1 Nr. 2, Abs. 3 in Fällen von Abs. 1 Nr. 2, Abs. 4 in Bezug auf Abs. 1 Nr. 2 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.01.2017;31.12.9999
239430;Ausbeutung bei der Begehung von mit Strafe bedrohten Handlungen § 233 Abs. 1 Nr. 3, Abs. 2 in Fällen von Abs. 1 Nr. 3, Abs. 3 in Fällen von Abs. 1 Nr. 3, Abs. 4 in Bezug auf Abs. 1 Nr. 3 StGB;5;1;0;0;1;0;1;0;0;1;1;0;0;0;01.01.2017;31.12.9999
239500;Ausbeutung unter Ausnutzung einer Freiheitsberaubung § 233a StGB;22;1;2;7;2;3;0;2;1;1;2;0;1;0;01.01.2017;31.12.9999
239510;Ausbeutung bei Ausübung der Prostitution § 233a Abs. 1 Nr. 1, Abs. 2 in Bezug auf Abs. 1 Nr. 1, Abs. 3 in Bezug auf Abs. 1 Nr. 1, Abs. 4 in Bezug auf Abs. 1 Nr. 1 StGB;19;1;1;6;2;3;0;2;1;1;2;0;0;0;01.01.2017;31.12.9999
239520;Ausbeutung durch eine Beschäftigung nach § 232 Abs. 1 Satz 2 StGB (gem. § 233a Abs. 1 Nr. 2, Abs. 2 in Bezug auf Abs. 1 Nr. 2, Abs. 3 in Bezug auf Abs. 1 Nr. 2, Abs. 4 in Bezug auf Abs. 1 Nr. 2 StGB);3;0;1;1;0;0;0;0;0;0;0;0;1;0;01.01.2017;31.12.9999
239530;Ausbeutung bei der Ausübung der Bettelei § 233a Abs. 1 Nr. 3, Abs. 2 in Bezug auf Abs. 1 Nr. 3, Abs. 3 in Bezug auf Abs. 1 Nr. 3, Abs. 4 in Bezug auf Abs. 1 Nr. 3 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.01.2017;31.12.9999
239540;Ausbeutung bei der Begehung von mit Strafe bedrohten Handlungen § 233a Abs. 1 Nr. 4, Abs. 2 in Bezug auf Abs. 1 Nr. 4, Abs. 3 in Bezug auf Abs. 1 Nr. 4, Abs. 4 in Bezug auf Abs. 1 Nr. 4 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.01.2017;31.12.9999
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;1,069,895;67,883;70,017;87,594;82,136;97,837;97,941;96,575;95,754;96,609;98,244;96,368;82,878;59;01.01.1997;31.12.9999
3.00E+100;Einfacher Diebstahl von Kraftwagen einschl. unbefugte Ingebrauchnahme;7,208;545;480;620;584;670;651;607;664;594;664;631;498;0;01.01.1973;31.12.9999
3.00E+200;Einfacher Diebstahl von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme;6,353;312;278;411;430;657;676;690;684;634;711;541;329;0;01.01.1973;31.12.9999
3.00E+300;Einfacher Diebstahl von Fahrrädern einschl. unbefugte Ingebrauchnahme;42,234;2,183;2,134;3,149;3,232;4,724;4,766;4,607;4,496;4,03;3,912;3,12;1,879;2;01.01.1973;31.12.9999
3**400;Einfacher Diebstahl von Schusswaffen;164;15;16;11;12;11;17;10;17;15;15;11;14;0;01.01.1972;31.12.9999
3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;92,038;5,58;6,177;7,47;7,121;8,047;8,965;8,633;7,82;7,875;8,472;8,32;7,557;1;01.01.1991;31.12.9999
3**700;Einfacher Diebstahl von/aus Automaten;1,637;84;70;79;182;334;259;193;92;67;108;109;60;0;01.01.1973;31.12.9999
3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;754;46;46;95;52;63;67;93;61;77;48;57;49;0;01.01.1981;31.12.9999
300000;Sonstiger einfacher Diebstahl §§ 242, 247, 248a-c StGB;283,978;17,42;17,222;22,204;21,933;27,454;27,681;27,512;27,412;25,699;25,858;23,553;19,987;43;01.01.2008;31.12.9999
300010;Sonstiger einfacher Diebstahl §§ 242, 247, 248a StGB;279,665;17,103;16,919;21,827;21,586;27,036;27,284;27,116;27,018;25,309;25,476;23,235;19,713;43;01.01.2011;31.12.9999
300040;Unbefugter Gebrauch eines sonstigen Fahrzeuges § 248b StGB;1,422;75;71;139;109;172;166;148;139;146;109;77;71;0;01.01.2008;31.12.9999
300050;Entziehung elektrischer Energie § 248c StGB;2,891;242;232;238;238;246;231;248;255;244;273;241;203;0;01.01.2008;31.12.9999
300100;Einfacher Diebstahl von Kraftwagen einschl. unbefugter Ingebrauchnahme;7,072;531;472;610;570;659;642;595;654;585;648;617;489;0;01.01.2008;31.12.9999
300110;Einfacher Diebstahl von Kraftwagen;3,863;263;235;328;285;333;359;322;373;344;368;367;286;0;01.01.2011;31.12.9999
300140;Unbefugter Gebrauch von Kraftwagen;3,209;268;237;282;285;326;283;273;281;241;280;250;203;0;01.01.2008;31.12.9999
300200;Einfacher Diebstahl von Mopeds und Krafträdern einschl. unbefugter Ingebrauchnahme;6,282;307;273;409;429;649;670;682;674;630;705;533;321;0;01.01.2008;31.12.9999
300210;Einfacher Diebstahl von Mopeds und Krafträdern;5,771;286;255;370;397;582;618;631;610;598;628;494;302;0;01.01.2011;31.12.9999
300240;Unbefugter Gebrauch von Mopeds und Krafträdern;511;21;18;39;32;67;52;51;64;32;77;39;19;0;01.01.2008;31.12.9999
300300;Einfacher Diebstahl von Fahrrädern einschl. unbefugter Ingebrauchnahme;38,012;1,919;1,873;2,8;2,872;4,29;4,364;4,217;4,087;3,604;3,545;2,8;1,64;1;01.01.2008;31.12.9999
300310;Einfacher Diebstahl von Fahrrädern;36,91;1,863;1,82;2,692;2,795;4,166;4,235;4,077;3,958;3,497;3,466;2,738;1,602;1;01.01.2011;31.12.9999
300340;Unbefugter Gebrauch von Fahrrädern;1,102;56;53;108;77;124;129;140;129;107;79;62;38;0;01.01.2008;31.12.9999
300400;Einfacher Diebstahl von Schusswaffen;77;8;11;4;6;5;6;4;7;6;8;6;6;0;01.01.2011;31.12.9999
300500;Einfacher Diebstahl von unbaren Zahlungsmitteln;31,34;1,806;1,869;2,386;2,294;2,917;3,196;3,275;3,027;2,911;2,89;2,579;2,189;1;01.01.2011;31.12.9999
300700;Einfacher Diebstahl von/aus Automaten;1,458;68;60;64;162;324;242;175;76;56;88;94;49;0;01.01.2011;31.12.9999
300800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;623;36;40;81;43;56;54;80;48;65;35;49;36;0;01.01.2011;31.12.9999
305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;2,905;265;242;301;278;245;280;247;212;231;221;209;174;0;01.01.1972;31.12.9999
305000;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen von sonstigem Gut;2,554;227;208;267;257;211;250;211;180;205;194;193;151;0;01.01.2011;31.12.9999
305500;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen von unbaren Zahlungsmitteln;351;38;34;34;21;34;30;36;32;26;27;16;23;0;01.01.2011;31.12.9999
310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;23,269;1,882;1,631;2,064;1,822;2,066;2,096;2,108;2,028;2,059;1,931;2,006;1,575;1;01.01.1972;31.12.9999
310000;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von sonstigem Gut;20,38;1,677;1,44;1,823;1,599;1,809;1,83;1,803;1,786;1,828;1,671;1,741;1,373;0;01.01.2011;31.12.9999
310100;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Kraftwagen;101;10;8;10;7;6;7;7;7;9;12;11;7;0;01.01.2011;31.12.9999
310200;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Mopeds und Krafträdern;71;5;5;2;1;8;6;8;10;4;6;8;8;0;01.01.2011;31.12.9999
310300;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Fahrrädern;519;19;34;29;50;61;59;58;51;35;56;34;32;1;01.01.2011;31.12.9999
310400;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Schusswaffen;3;1;0;0;0;1;0;0;0;0;0;1;0;0;01.01.2011;31.12.9999
310500;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von unbaren Zahlungsmitteln;2,06;156;137;192;152;170;180;214;166;172;172;203;146;0;01.01.2011;31.12.9999
310700;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von/aus Automaten;88;11;5;5;9;7;9;13;4;7;9;5;4;0;01.01.2011;31.12.9999
310800;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Antiquitäten, Kunst- und sakralen Gegenständen;47;3;2;3;4;4;5;5;4;4;5;3;5;0;01.01.2011;31.12.9999
315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;14,465;721;843;1,12;1,2;1,29;1,347;1,385;1,244;1,292;1,46;1,234;1,329;0;01.01.1972;31.12.9999
315000;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von sonstigem Gut;11,562;582;649;900;956;1,016;1,058;1,125;995;1,049;1,174;1,002;1,056;0;01.01.2011;31.12.9999
315500;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von unbaren Zahlungsmitteln;2,812;134;189;210;233;271;281;255;237;239;275;222;266;0;01.01.2011;31.12.9999
315700;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von/aus Automaten;91;5;5;10;11;3;8;5;12;4;11;10;7;0;01.01.2011;31.12.9999
325*00;Einfacher Diebstahl in/aus Kiosken, Warenhäusern, Verkaufsräumen, Selbstbedienungsläden, Schaufenstern und Schaukästen darunter:;367,973;23,381;25,331;30,734;27,47;31,776;31,143;30,389;31,217;34,188;33,617;36,526;32,195;6;01.01.2020;31.12.9999
325000;Einfacher Diebstahl in/aus Kiosken, Warenh., Verkaufsräumen pp. von sonstigem Gut;19,992;1,298;1,334;1,685;1,609;1,712;1,803;1,881;1,802;1,825;1,781;1,724;1,538;0;01.01.2011;31.12.9999
325300;Einfacher Diebstahl in/aus Kiosken, Warenh., Verkaufsräumen pp. von Fahrrädern;138;8;7;14;11;13;10;11;9;23;12;9;11;0;01.01.2011;31.12.9999
325500;Einfacher Diebstahl in/aus Kiosken, Warenh., Verkaufsräumen pp. von unbaren Zahlungsmitteln;8,194;541;601;729;778;672;726;703;604;714;739;768;619;0;01.01.2011;31.12.9999
326*00;Einfacher Ladendiebstahl;339,649;21,534;23,389;28,306;25,072;29,379;28,604;27,794;28,802;31,626;31,085;34,025;30,027;6;01.01.1977;31.12.9999
326000;Einfacher Ladendiebstahl von sonstigem Gut;339,337;21,518;23,381;28,283;25,041;29,352;28,57;27,765;28,77;31,586;31,059;34,002;30,004;6;01.01.2011;31.12.9999
326300;Einfacher Ladendiebstahl von Fahrrädern;312;16;8;23;31;27;34;29;32;40;26;23;23;0;01.01.2011;31.12.9999
335*00;Einfacher Diebstahl in/aus Wohnungen;39,043;2,959;2,65;3,128;3,222;3,588;3,581;3,716;3,796;3,34;3,288;3,065;2,705;5;01.01.1972;31.12.9999
335000;Einfacher Diebstahl in/aus Wohnungen von sonstigem Gut;36,47;2,753;2,486;2,93;3,028;3,347;3,322;3,456;3,541;3,109;3,066;2,893;2,534;5;01.01.2011;31.12.9999
335400;Einfacher Diebstahl in/aus Wohnungen von Schusswaffen;84;6;5;7;6;5;11;6;10;9;7;4;8;0;01.01.2011;31.12.9999
335500;Einfacher Diebstahl in/aus Wohnungen von unbaren Zahlungsmitteln;2,405;193;155;180;183;233;240;246;236;214;207;163;155;0;01.01.2011;31.12.9999
335800;Einfacher Diebstahl in/aus Wohnungen von Antiquitäten, Kunst- und sakralen Gegenständen;84;7;4;11;5;3;8;8;9;8;8;5;8;0;01.01.2011;31.12.9999
