1;2;3;7;8;9;10;11
Schluessel;Straftat;Anzahl erfasste Faelle;Tatortverteilung bis unter 20000 Einwohner - Anteil in %;Tatortverteilung 20000 bis unter 100000 Einwohner - Anteil in %;Tatortverteilung 100000 bis unter 500000 Einwohner - Anteil in %;Tatortverteilung 500000 und mehr Einwohner - Anteil in %;Tatortverteilung unbekannt - Anteil in %
;;Einwohner am 31.12.2019;;;;;
;;in %;;;;;
235000;Angriff auf den Luft- und Seeverkehr § 316c StGB;2;50;0;0;0;50
239000;Menschenhandel, Zwangsprostitution, Zwangsarbeit, Ausbeutung der Arbeitskraft und Ausbeutung unter Ausnutzung einer Freiheitsberaubung §§ 232, 232a, 232b, 233, 233a StGB;524;11.1;17.9;25.4;40.6;5
239100;Menschenhandel § 232 StGB;199;14.1;13.6;22.6;41.2;8.5
239110;Handel zum Zweck der Ausbeutung bei Ausübung der Prostitution, der Vornahme sexueller Handlungen § 232 Abs. 1 Nr. 1a. Abs. 2 in Bezug auf Abs. 1 Nr. 1a, Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1 Nr. 1a, Abs. 4 in Bezug auf Abs. 1 Nr. 1a StGB;130;13.8;13.1;23.1;37.7;12.3
239120;"Handel zum Zweck der Ausbeutung durch eine Beschäftigung § 232 StGB Abs. 1, Nr. 1 b); Abs. 2 in Bezug auf Abs. 1 Nr. 1b); Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 1b); Abs. 4 in Bezug auf Abs. 1 Nr. 1b) StGB";43;14;20.9;27.9;37.2;0
239130;Handel zum Zweck der Ausbeutung bei der Ausübung der Bettelei § 232 Abs. 1 Nr. 1 c), Abs. 2 in Bezug auf Abs. 1 Nr. 1 c), Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1 Nr. 1c), Abs. 4 in Bezug auf Abs. 1 Nr. 1c) StGB;3;0;0;66.7;33.3;0
239140;Handel zum Zweck der Ausbeutung bei der Begehung von mit Strafe bedrohten Handlungen § 232 StGB Abs. 1 Nr. 1d), Abs. 2 in Bezug auf Abs. 1 Nr. 1d), Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 1d), Abs. 4 in Bezug auf Abs. 1 Nr. 1d) StGB;20;20;0;0;75;5
239150;Handel zum Zweck des Haltens einer Person in Sklaverei, Leibeigenschaft, Schuldknechtschaft o.ä. § 232 Abs. 1 Nr. 2, Abs. 2 in Bezug auf Abs. 1 Nr. 2, Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1 Nr. 2, Abs. 4 in Bezug auf Abs. 1 Nr. 2 StGB;3;0;33.3;33.3;33.3;0
239160;Handel zum Zweck der rechtswidrigen Organentnahme § 232 Abs. 1 Nr. 3, Abs. 2 in Bezug auf Abs. 1 Nr. 3, Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1 Nr. 3, Abs. 4 in Bezug auf Abs. 1 Nr. 3 StGB;0;-;-;-;-;-
239200;Zwangsprostitution § 232a StGB;261;8.8;18.4;26.8;43.7;2.3
239210;Veranlassen zur Aufnahme oder Fortsetzung der Prostitution oder zu sexuellen Handlungen, durch die eine Person ausgebeutet wird § 232a Abs. 1 bis 5 StGB;253;9.1;19;26.1;43.9;2
239220;Entgeltliche Inanspruchnahme sexueller Handlungen eines Menschenhandelsopfers unter Ausnutzung der Zwangslage oder Hilflosigkeit § 232a Abs. 6 StGB;8;0;0;50;37.5;12.5
239300;Zwangsarbeit § 232b StGB;4;25;0;25;25;25
239310;Veranlassen zur Aufnahme einer ausbeuterischen Beschäftigung § 232b Abs. 1 Nr. 1, Abs. 2 in Bezug auf Abs. 1 Nr. 1, Abs. 3 Nr. 1, Abs. 4 Nr. 1 StGB;3;33.3;0;0;33.3;33.3
239320;Veranlassen sich in Sklaverei, Leibeigenschaft, Schuldknechtschaft o.ä. zu begeben § 232b Abs. 1 Nr. 2, Abs. 2 in Bezug auf Abs. 1 Nr. 2, Abs. 3 Nr. 2, Abs. 4 Nr. 2 StGB;1;0;0;100;0;0
239330;Veranlassen zur Aufnahme oder Fortsetzung der Bettelei, durch die die Person ausgebeutet wird § 232b Abs. 1 Nr. 3, Abs. 2 in Bezug auf Abs. 1 Nr. 3, Abs. 3 Nr. 3, Abs. 4 Nr. 3 StGB;0;-;-;-;-;-
239400;Ausbeutung der Arbeitskraft § 233 StGB;27;18.5;14.8;29.6;37;0
239410;Ausbeutung durch eine Beschäftigung § 233 Abs. 1 Nr. 1, Abs. 2 in Fällen von Abs. 1 Nr. 1, Abs. 3 in Fällen von Abs. 1 Nr. 1, Abs. 4 in Bezug auf Abs. 1 Nr. 1, Abs. 5 in Bezug auf Abs. 1 Nr. 1 StGB;20;25;10;35;30;0
239420;Ausbeutung bei der Ausübung der Bettelei § 233 Abs. 1 Nr. 2, Abs. 2 in Fällen von Abs. 1 Nr. 2, Abs. 3 in Fällen von Abs. 1 Nr. 2, Abs. 4 in Bezug auf Abs. 1 Nr. 2 StGB;0;-;-;-;-;-
239430;Ausbeutung bei der Begehung von mit Strafe bedrohten Handlungen § 233 Abs. 1 Nr. 3, Abs. 2 in Fällen von Abs. 1 Nr. 3, Abs. 3 in Fällen von Abs. 1 Nr. 3, Abs. 4 in Bezug auf Abs. 1 Nr. 3 StGB;7;0;28.6;14.3;57.1;0
239500;Ausbeutung unter Ausnutzung einer Freiheitsberaubung § 233a StGB;33;3;45.5;27.3;18.2;6.1
239510;Ausbeutung bei Ausübung der Prostitution § 233a Abs. 1 Nr. 1, Abs. 2 in Bezug auf Abs. 1 Nr. 1, Abs. 3 in Bezug auf Abs. 1 Nr. 1, Abs. 4 in Bezug auf Abs. 1 Nr. 1 StGB;26;3.8;34.6;34.6;19.2;7.7
239520;Ausbeutung durch eine Beschäftigung nach § 232 Abs. 1 Satz 2 StGB (gem. § 233a Abs. 1 Nr. 2, Abs. 2 in Bezug auf Abs. 1 Nr. 2, Abs. 3 in Bezug auf Abs. 1 Nr. 2, Abs. 4 in Bezug auf Abs. 1 Nr. 2 StGB);6;0;100;0;0;0
239530;Ausbeutung bei der Ausübung der Bettelei § 233a Abs. 1 Nr. 3, Abs. 2 in Bezug auf Abs. 1 Nr. 3, Abs. 3 in Bezug auf Abs. 1 Nr. 3, Abs. 4 in Bezug auf Abs. 1 Nr. 3 StGB;1;0;0;0;100;0
239540;Ausbeutung bei der Begehung von mit Strafe bedrohten Handlungen § 233a Abs. 1 Nr. 4, Abs. 2 in Bezug auf Abs. 1 Nr. 4, Abs. 3 in Bezug auf Abs. 1 Nr. 4, Abs. 4 in Bezug auf Abs. 1 Nr. 4 StGB;0;-;-;-;-;-
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;1,043,887;18.1;26.4;21.9;32.9;0.7
3.00E+100;Einfacher Diebstahl von Kraftwagen einschl. unbefugte Ingebrauchnahme;7,382;34.2;29;17.7;18.7;0.3
3.00E+200;Einfacher Diebstahl von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme;6,253;25.9;30.9;24.2;18.7;0.3
3.00E+300;Einfacher Diebstahl von Fahrrädern einschl. unbefugte Ingebrauchnahme;42,413;27.1;35.5;18.7;18.1;0.7
3**400;Einfacher Diebstahl von Schusswaffen;165;40.6;33.3;12.1;12.7;1.2
3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;89,885;11.6;21.4;24;41.9;1.1
3**700;Einfacher Diebstahl von/aus Automaten;1,621;15.9;17;11.5;55.5;0.1
3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;767;29.1;34;16.7;19.4;0.8
300000;Sonstiger einfacher Diebstahl §§ 242, 247, 248a-c StGB;280,359;22.8;25.2;18.6;31.9;1.5
300010;Sonstiger einfacher Diebstahl §§ 242, 247, 248a StGB;275,837;22.7;25.1;18.5;32.1;1.6
300040;Unbefugter Gebrauch eines sonstigen Fahrzeuges § 248b StGB;1,473;26.7;24.4;12.2;36.5;0.3
300050;Entziehung elektrischer Energie § 248c StGB;3,049;27.9;33.1;24.9;14.1;0
300100;Einfacher Diebstahl von Kraftwagen einschl. unbefugter Ingebrauchnahme;7,246;34.3;29.1;17.8;18.6;0.3
300110;Einfacher Diebstahl von Kraftwagen;3,894;28.9;28;20.2;22.6;0.3
300140;Unbefugter Gebrauch von Kraftwagen;3,352;40.5;30.5;15;13.8;0.2
300200;Einfacher Diebstahl von Mopeds und Krafträdern einschl. unbefugter Ingebrauchnahme;6,180;25.6;31;24.3;18.9;0.3
300210;Einfacher Diebstahl von Mopeds und Krafträdern;5,648;24.3;31.9;24.7;18.8;0.3
300240;Unbefugter Gebrauch von Mopeds und Krafträdern;532;38.7;21.4;20.7;19.2;0
300300;Einfacher Diebstahl von Fahrrädern einschl. unbefugter Ingebrauchnahme;38,165;27.7;35.6;18;17.9;0.8
300310;Einfacher Diebstahl von Fahrrädern;37,036;27.1;35.7;18.3;18.2;0.8
300340;Unbefugter Gebrauch von Fahrrädern;1,129;47.3;33.8;8.7;9.9;0.3
300400;Einfacher Diebstahl von Schusswaffen;76;42.1;32.9;10.5;11.8;2.6
300500;Einfacher Diebstahl von unbaren Zahlungsmitteln;30,418;10.8;23;24.5;39.5;2.2
300700;Einfacher Diebstahl von/aus Automaten;1,435;14.9;14.8;10.8;59.3;0.1
300800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;633;28.9;35.1;16.9;18.2;0.9
305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;3,167;21.8;26.5;17.8;30.8;3.1
305000;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen von sonstigem Gut;2,791;22.2;26.1;17.6;30.7;3.4
305500;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen von unbaren Zahlungsmitteln;376;18.6;29.5;19.9;31.4;0.5
310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;23,575;28.1;29.1;20.4;22;0.3
310000;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von sonstigem Gut;20,706;28.9;29.3;19.9;21.5;0.3
310100;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Kraftwagen;98;34.7;22.4;16.3;26.5;0
310200;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Mopeds und Krafträdern;73;53.4;26;13.7;6.8;0
310300;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Fahrrädern;533;43.5;32.3;12.4;11.8;0
310400;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Schusswaffen;7;57.1;14.3;0;28.6;0
310500;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von unbaren Zahlungsmitteln;2,015;13.9;26.6;28.4;30.8;0.2
310700;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von/aus Automaten;95;31.6;35.8;17.9;14.7;0
310800;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Antiquitäten, Kunst- und sakralen Gegenständen;48;33.3;35.4;10.4;20.8;0
315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;13,714;13.1;17.6;20.5;48.8;0.1
315000;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von sonstigem Gut;10,914;14.6;19.1;20.4;45.8;0.1
315500;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von unbaren Zahlungsmitteln;2,709;6.8;11.2;20.7;61.2;0.1
315700;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von/aus Automaten;91;15.4;30.8;15.4;38.5;0
325*00;Einfacher Diebstahl in/aus Kiosken, Warenhäusern, Verkaufsräumen, Selbstbedienungsläden, Schaufenstern und Schaukästen darunter:;351,021;13.2;28.8;25.9;31.9;0.2
325000;Einfacher Diebstahl in/aus Kiosken, Warenh., Verkaufsräumen pp. von sonstigem Gut;19,769;21.6;31.2;20.4;26.7;0.1
325300;Einfacher Diebstahl in/aus Kiosken, Warenh., Verkaufsräumen pp. von Fahrrädern;150;23.3;32;24;20.7;0
325500;Einfacher Diebstahl in/aus Kiosken, Warenh., Verkaufsräumen pp. von unbaren Zahlungsmitteln;8,156;22.9;26.4;21;29.7;0
326*00;Einfacher Ladendiebstahl;322,946;12.4;28.8;26.4;32.2;0.2
326000;Einfacher Ladendiebstahl von sonstigem Gut;322,647;12.4;28.8;26.4;32.3;0.2
326300;Einfacher Ladendiebstahl von Fahrrädern;299;15.4;33.4;23.7;27.4;0
335*00;Einfacher Diebstahl in/aus Wohnungen;39,583;26.4;30.3;21.3;21.9;0.1
335000;Einfacher Diebstahl in/aus Wohnungen von sonstigem Gut;36,889;26.5;30.4;21.3;21.8;0.1
335400;Einfacher Diebstahl in/aus Wohnungen von Schusswaffen;82;37.8;35.4;14.6;12.2;0
335500;Einfacher Diebstahl in/aus Wohnungen von unbaren Zahlungsmitteln;2,526;24;29.3;22.4;24.1;0.2
335800;Einfacher Diebstahl in/aus Wohnungen von Antiquitäten, Kunst- und sakralen Gegenständen;86;27.9;25.6;18.6;27.9;0
340*00;Einfacher Diebstahl in/aus Boden-, Kellerräumen und Waschküchen;10,691;17.8;32.9;26.6;22.7;0
340000;Einfacher Diebstahl in/aus Boden-, Kellerräumen und Waschküchen von sonstigem Gut;7,425;17.5;31.9;26.7;23.8;0.1
340300;Einfacher Diebstahl in/aus Boden-, Kellerräumen und Waschküchen von Fahrrädern;3,266;18.4;35.1;26.4;20.1;0
345*00;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen;11,124;30.7;27.9;17.8;23.2;0.5
345000;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen von sonstigem Gut;10,928;30.9;28;17.8;22.7;0.5
345100;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen von Kraftwagen;38;28.9;28.9;15.8;26.3;0
345500;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen von unbaren Zahlungsmitteln;158;11.4;15.8;13.3;59.5;0
350*00;Einfacher Diebstahl an/aus Kraftfahrzeugen;129,842;21.4;25.5;20.1;32.5;0.5
350000;Einfacher Diebstahl an/aus Kraftfahrzeugen von sonstigem Gut;123,572;21.6;25.5;19.9;32.6;0.5
350500;Einfacher Diebstahl aus Kraftfahrzeugen von unbaren Zahlungsmitteln;6,270;17.3;24.8;25.6;31.8;0.5
371000;Einfacher Diebstahl von Betäubungsmitteln aus Apotheken;31;25.8;9.7;16.1;38.7;9.7
372000;Einfacher Diebstahl von Betäubungsmitteln aus Arztpraxen;25;24;28;36;8;4
373000;Einfacher Diebstahl von Betäubungsmitteln aus Krankenhäusern;359;22.8;35.1;20.6;21.4;0
374000;Einfacher Diebstahl von Betäubungsmitteln bei Herstellern und Großhändlern;48;12.5;27.1;10.4;20.8;29.2
375000;Einfacher Diebstahl von Rezeptformularen zur Erlangung von Betäubungsmitteln;78;34.6;24.4;11.5;23.1;6.4
390000;Einfacher Taschendiebstahl von sonstigem Gut;58,860;8.3;16.1;19.8;55.2;0.6
390500;Einfacher Taschendiebstahl von unbaren Zahlungsmitteln;37,257;8.2;18.3;24.1;48.7;0.7
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;736,896;17.5;25.9;21.2;35.4;0.1
4.00E+100;Schwerer Diebstahl von Kraftwagen;18,129;19.4;21.8;12.9;45.8;0.1
4.00E+200;Schwerer Diebstahl von Mopeds und Krafträdern;17,446;14.5;27.1;25.4;32.8;0.2
4.00E+300;Schwerer Diebstahl von Fahrrädern;223,149;12.7;27.5;22.8;37;0.1
4**400;Schwerer Diebstahl von Schusswaffen;286;50;26.9;14.7;8.4;0
4**500;Schwerer Diebstahl von unbaren Zahlungsmitteln;7,904;17.3;26.7;23.4;32.4;0.1
4**700;Schwerer Diebstahl von/aus Automaten;18,174;17.5;15.2;7.7;59.6;0.1
4**800;Schwerer Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;569;35.9;26;22.1;16;0
400000;Sonstiger schwerer Diebstahl insgesamt §§ 243 - 244a StGB;115,187;23.1;26.3;19.2;31.2;0.2
400010;Besonders schwerer Fall des Diebstahls;111,160;23;26.1;19.2;31.5;0.2
400020;Sonstiger schwerer Diebstahl (ohne WED) §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;4,027;25.4;32.1;18.9;23.1;0.5
400100;Schwerer Diebstahl insgesamt von Kraftwagen;17,493;18.6;21.5;13;46.8;0.1
400110;Besonders schwerer Fall des Diebstahls von Kraftwagen;16,102;17.3;20.4;13;49.2;0.1
400120;Schwerer Diebstahl von Kraftwagen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;1,391;33.6;33.7;12.9;19.8;0.1
400200;Schwerer Diebstahl insgesamt von Mopeds und Krafträdern;17,200;14;27.1;25.6;33.1;0.2
400210;Besonders schwerer Fall des Diebstahls von Mopeds und Krafträdern;16,899;14;27;25.6;33.2;0.2
400220;Schwerer Diebstahl von Mopeds und Krafträdern §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;301;10;33.2;28.6;27.9;0.3
400300;Schwerer Diebstahl insgesamt von Fahrrädern;199,431;13.1;27.8;22.2;36.9;0.1
400310;Besonders schwerer Fall des Diebstahls von Fahrrädern;198,356;13.1;27.8;22.1;36.9;0.1
400320;Schwerer Diebstahl von Fahrrädern §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;1,075;11.5;34.2;23.7;30.2;0.3
400400;Schwerer Diebstahl insgesamt von Schusswaffen;105;46.7;28.6;13.3;11.4;0
400410;Besonders schwerer Fall des Diebstahls von Schusswaffen;92;45.7;29.3;13;12;0
400420;Schwerer Diebstahl von Schusswaffen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;13;53.8;23.1;15.4;7.7;0
400500;Schwerer Diebstahl insgesamt von unbaren Zahlungsmitteln;1,037;16.1;21.1;26.3;36.2;0.3
400510;Besonders schwerer Fall des Diebstahls von unbaren Zahlungsmitteln;904;14.7;19.6;26.7;38.7;0.3
400520;Schwerer Diebstahl von unbaren Zahlungsmitteln §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;133;25.6;31.6;24.1;18.8;0
400700;Schwerer Diebstahl insgesamt von/aus Automaten;16,932;16.8;14.2;7;62;0.1
400710;Besonders schwerer Fall des Diebstahls von/aus Automaten;16,516;16;13.8;6.8;63.2;0.1
400720;Schwerer Diebstahl von/aus Automaten §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;416;45.9;28.1;12.3;13.2;0.5
400800;Schwerer Diebstahl insgesamt von Antiquitäten, Kunst- und sakralen Gegenständen;418;38;24.9;22;15.1;0
400810;Besonders schwerer Fall des Diebstahls von Antiquitäten, Kunst- und sakralen Gegenständen;363;34.7;25.3;24;16;0
400820;Schwerer Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;55;60;21.8;9.1;9.1;0
405*00;Schwerer Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;1,049;35.4;29.6;14.1;17.9;3.1
405000;Schwerer Diebstahl insgesamt in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;1,049;35.4;29.6;14.1;17.9;3.1
405010;Besonders schwerer Fall des Diebstahls in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;909;33.8;29.3;14.5;18.9;3.5
405020;Schwerer Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;140;45.7;31.4;11.4;11.4;0
410*00;Schwerer Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;48,057;31.4;29.6;17.8;21.1;0
410000;Schwerer Diebstahl insgesamt in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von sonstigem Gut;45,229;31.4;29.5;17.8;21.4;0
410010;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von sonstigem Gut;43,733;31.2;29.3;17.7;21.8;0
410020;Schwerer Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von sonstigem Gut §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;1,496;37.4;33.6;18.9;10.1;0.1
410100;Schwerer Diebstahl insgesamt in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Kraftwagen;469;41.4;30.3;12.2;16.2;0
410110;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Kraftwagen;426;41.1;28.9;12.9;17.1;0
410120;Schwerer Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Kraftwagen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;43;44.2;44.2;4.7;7;0
410200;Schwerer Diebstahl insgesamt in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Mopeds und Krafträdern;246;50.8;26.8;11.8;10.6;0
410210;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Mopeds und Krafträdern;240;50.8;26.7;11.7;10.8;0
410220;Schwerer Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Mopeds und Krafträdern, §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;6;50;33.3;16.7;0;0
410300;Schwerer Diebstahl insgesamt in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Fahrrädern;1,213;28.9;34.1;18.2;18.7;0
410310;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Fahrrädern;1,183;28.7;34.1;18.4;18.8;0
410320;Schwerer Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Fahrrädern §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;30;36.7;36.7;10;16.7;0
410400;Schwerer Diebstahl insgesamt in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Schusswaffen;32;59.4;9.4;28.1;3.1;0
410410;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Schusswaffen;30;60;6.7;30;3.3;0
410420;Schwerer Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Schusswaffen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;2;50;50;0;0;0
410500;Schwerer Diebstahl insgesamt in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von unbaren Zahlungsmitteln;389;22.4;32.9;21.9;22.9;0
410510;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von unbaren Zahlungsmitteln;360;23.3;32.8;21.4;22.5;0
410520;Schwerer Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von unbaren Zahlungsmitteln §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;29;10.3;34.5;27.6;27.6;0
410700;Schwerer Diebstahl insgesamt in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von/aus Automaten;359;31.5;35.4;18.4;14.8;0
410710;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von/aus Automaten;339;31;35.1;19.2;14.7;0
410720;Schwerer Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von/aus Automaten §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;20;40;40;5;15;0
410800;Schwerer Diebstahl insgesamt in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Antiquitäten, Kunst- und sakralen Gegenständen;120;24.2;30;25.8;20;0
410810;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Antiquitäten, Kunst- und sakralen Gegenständen;112;25;28.6;25.9;20.5;0
410820;Schwerer Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Antiquitäten, Kunst- und sakralen Gegenständen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;8;12.5;50;25;12.5;0
415*00;Schwerer Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;10,950;23.8;24.3;18.2;33.6;0
415000;Schwerer Diebstahl insgesamt in/aus Gaststätten, Kantinen, Hotels und Pensionen von sonstigem Gut;9,898;23.7;24.3;18.4;33.5;0
415010;Besonders schwerer Fall des Diebstahls in/aus Gaststätten, Kantinen, Hotels und Pensionen von sonstigem Gut;9,647;23.6;24.1;18.3;34;0
415020;Schwerer Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von sonstigem Gut §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;251;28.7;33.1;23.5;14.7;0
415500;Schwerer Diebstahl insgesamt in/aus Gaststätten, Kantinen, Hotels und Pensionen von unbaren Zahlungsmitteln;169;18.9;15.4;12.4;53.3;0
415510;Besonders schwerer Fall des Diebstahls in/aus Gaststätten, Kantinen, Hotels und Pensionen von unbaren Zahlungsmitteln;137;19;13.9;14.6;52.6;0
415520;Schwerer Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von unbaren Zahlungsmitteln §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;32;18.8;21.9;3.1;56.3;0
415700;Schwerer Diebstahl insgesamt in/aus Gaststätten, Kantinen, Hotels und Pensionen von/aus Automaten;883;25.7;25.8;17.3;31;0.1
415710;besonders schwerer Fall des Diebstahls in/aus Gaststätten, Kantinen, Hotels und Pensionen von/aus Automaten;854;25.4;25.4;17.6;31.5;0.1
415720;Schwerer Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von/aus Automaten §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;29;34.5;37.9;10.3;17.2;0
425*00;Schwerer Diebstahl in/aus Kiosken, Warenhäusern, Verkaufsräumen, Selbstbedienungsläden, Schaufenstern und Schaukästen darunter:;39,666;16.3;28.5;23.4;31.4;0.3
425000;Schwerer Diebstahl insgesamt in/aus Kiosken, Warenhäusern, Verkaufsräumen pp. von sonstigem Gut;17,470;23.3;29.7;19.6;27.3;0.1
425010;Besonders schwerer Fall des Diebstahls in/aus Kiosken, Warenhäusern, Verkaufsräumen pp. von sonstigem Gut;15,952;23.3;28.9;19.4;28.4;0.1
425020;Schwerer Diebstahl in/aus Kiosken, Warenhäusern, Verkaufsräumen pp. von sonstigem Gut, §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;1,518;23.3;38.3;21.9;16.5;0.1
425300;Schwerer Diebstahl insgesamt in/aus Kiosken, Warenhäusern, Verkaufsräumen pp. von Fahrrädern;225;18.2;39.1;19.6;23.1;0
425310;Besonders schwerer Fall des Diebstahls in/aus Kiosken, Warenhäusern, Verkaufsräumen pp. von Fahrrädern;192;17.7;37.5;20.3;24.5;0
